date,slight,serious,total_vehicle_num,most_collision
2021-04-11T01:00Z,37,8,290887,redbridge collision
2021-04-12T01:00Z,49,11,289934,haringey collision
2021-04-13T01:00Z,57,9,40097,kensington an chelsea collision
2021-04-14T01:00Z,59,6,203836,bromley collision
2021-04-15T01:00Z,79,9,112561,lambeth collision
2021-04-16T01:00Z,83,18,108408,hackney collision
2021-04-17T01:00Z,59,13,329258,tower hamlets collision
2021-04-18T01:00Z,52,8,436870,havering collision
2021-04-19T01:00Z,57,10,291758,redbridge collision
2021-04-20T01:00Z,70,14,57424,southwark collision
2021-04-21T01:00Z,78,13,69637,wandsworth collision
2021-04-22T01:00Z,76,9,402731,brent collision
2021-04-23T01:00Z,92,9,93316,lambeth collision
2021-04-24T01:00Z,80,10,4808,waltham forest collision
2021-04-25T01:00Z,55,7,34202,bromley collision
2021-04-26T01:00Z,80,13,140109,camden collision
2021-04-27T01:00Z,59,16,35096,barnet collision
2021-04-28T01:00Z,66,10,3809,wandsworth collision
2021-04-29T01:00Z,82,13,146637,wandsworth collision
2021-04-30T01:00Z,117,12,5964,newham collision
2021-05-01T01:00Z,66,11,11595,newham collision
2021-05-02T01:00Z,72,7,747372,ealing collision
2021-05-03T01:00Z,60,9,64496,tower hamlets collision
2021-05-04T01:00Z,71,6,157058,newham collision
2021-05-05T01:00Z,82,11,192148,redbridge collision
2021-05-06T01:00Z,73,11,34516,hillingdon collision
2021-05-07T01:00Z,85,8,108683,lambeth collision
2021-05-08T01:00Z,42,4,93497,lambeth collision
2021-05-09T01:00Z,37,9,25550,tower hamlets collision
2021-05-10T01:00Z,68,10,10714,brent collision
2021-05-11T01:00Z,77,8,29956,brent collision
2021-05-12T01:00Z,69,9,11407,southwark collision
2021-05-13T01:00Z,95,12,148860,enfield collision
2021-05-14T01:00Z,68,13,61635,wandsworth collision
2021-05-15T01:00Z,56,9,25602,wandsworth collision
2021-05-16T01:00Z,58,8,618205,barnet collision
2021-05-17T01:00Z,73,13,1078446,barking and dagenham collision
2021-05-18T01:00Z,67,8,624748,southwark collision
2021-05-19T01:00Z,71,11,1339374,ealing collision
2021-05-20T01:00Z,87,8,582391,lambeth collision
2021-05-21T01:00Z,101,15,678559,haringey collision
2021-05-22T01:00Z,90,5,472526,bexley collision
2021-05-23T01:00Z,44,8,1429869,wandsworth collision
2021-05-24T01:00Z,68,10,2650624,lambeth collision
2021-05-25T01:00Z,62,9,115615,hackney collision
2021-05-26T01:00Z,61,9,146621,brent collision
2021-05-27T01:00Z,72,10,404551,havering collision
2021-05-28T01:00Z,108,12,378604,newham collision
2021-05-29T01:00Z,78,15,47518,brent collision
2021-05-30T01:00Z,62,7,142001,brent collision
2021-05-31T01:00Z,78,14,166264,sutton collision
2021-06-01T01:00Z,81,19,506228,lambeth collision
2021-06-02T01:00Z,91,10,689,enfield collision
2021-06-03T01:00Z,85,10,93467,southwark collision
2021-06-04T01:00Z,90,14,4051,enfield collision
2021-06-05T01:00Z,65,10,43707,croydon collision
2021-06-06T01:00Z,45,12,355200,lambeth collision
2021-06-07T01:00Z,50,10,375525,croydon collision
2021-06-08T01:00Z,83,16,125897,newham collision
2021-06-09T01:00Z,82,23,143560,croydon collision
2021-06-10T01:00Z,74,15,339501,lambeth collision
2021-06-11T01:00Z,98,10,338319,ealing collision
2021-06-12T01:00Z,80,20,325585,wandsworth collision
2021-06-13T01:00Z,82,9,29044,havering collision
2021-06-14T01:00Z,84,14,96695,southwark collision
2021-06-15T01:00Z,81,12,148002,wandsworth collision
2021-06-16T01:00Z,79,13,341958,lambeth collision
2021-06-17T01:00Z,88,10,179008,tower hamlets collision
2021-06-18T01:00Z,74,10,455207,camden collision
2021-06-19T01:00Z,47,4,777296,brent collision
2021-06-20T01:00Z,57,8,222908,haringey collision
2021-06-21T01:00Z,53,9,227335,brent collision
2021-06-22T01:00Z,85,10,21634,enfield collision
2021-06-23T01:00Z,71,11,217247,hackney collision
2021-06-24T01:00Z,85,11,138680,hackney collision
2021-06-25T01:00Z,87,13,457582,wandsworth collision
2021-06-26T01:00Z,76,18,437660,lambeth collision
2021-06-27T01:00Z,62,12,581816,ealing collision
2021-06-28T01:00Z,62,10,304660,southwark collision
2021-06-29T01:00Z,61,12,263793,brent collision
2021-06-30T01:00Z,59,10,910609,lambeth collision
2021-07-01T01:00Z,79,11,150891,southwark collision
2021-07-02T01:00Z,99,14,783509,croydon collision
2021-07-03T01:00Z,72,9,412628,newham collision
2021-07-04T01:00Z,60,8,228130,hackney collision
2021-07-05T01:00Z,80,12,191316,croydon collision
2021-07-06T01:00Z,80,10,18535,ealing collision
2021-07-07T01:00Z,73,9,49232,kensington an chelsea collision
2021-07-08T01:00Z,59,7,573003,brent collision
2021-07-09T01:00Z,75,12,182107,croydon collision
2021-07-10T01:00Z,70,13,239281,brent collision
2021-07-11T01:00Z,62,6,792215,brent collision
2021-07-12T01:00Z,79,12,27130,hackney collision
2021-07-13T01:00Z,96,15,530875,bromley collision
2021-07-14T01:00Z,58,14,172685,enfield collision
2021-07-15T01:00Z,64,15,273020,brent collision
2021-07-16T01:00Z,100,22,587196,hillingdon collision
2021-07-17T01:00Z,63,16,115921,enfield collision
2021-07-18T01:00Z,69,12,349270,wandsworth collision
2021-07-19T01:00Z,62,5,427217,greenwich collision
2021-07-20T01:00Z,71,10,453773,ealing collision
2021-07-21T01:00Z,58,11,403292,tower hamlets collision
2021-07-22T01:00Z,80,16,22791,lambeth collision
2021-07-23T01:00Z,86,6,183024,barnet collision
2021-07-24T01:00Z,62,9,6879,haringey collision
2021-07-25T01:00Z,47,7,268213,haringey collision
2021-07-26T01:00Z,49,8,329913,enfield collision
2021-07-27T01:00Z,65,10,321241,ealing collision
2021-07-28T01:00Z,58,8,227325,camden collision
2021-07-29T01:00Z,74,14,284759,hillingdon collision
2021-07-30T01:00Z,61,9,54900,ealing collision
2021-07-31T01:00Z,67,13,342100,newham collision
2021-08-01T01:00Z,52,8,75608,ealing collision
2021-08-02T01:00Z,63,3,78304,tower hamlets collision
2021-08-03T01:00Z,73,14,286182,ealing collision
2021-08-04T01:00Z,77,8,261368,barnet collision
2021-08-05T01:00Z,77,14,717027,redbridge collision
2021-08-06T01:00Z,48,11,8775,tower hamlets collision
2021-08-07T01:00Z,63,8,44599,greenwich collision
2021-08-08T01:00Z,49,7,13391,lambeth collision
2021-08-09T01:00Z,53,10,140598,tower hamlets collision
2021-08-10T01:00Z,68,8,153710,bromley collision
2021-08-11T01:00Z,52,13,437275,barnet collision
2021-08-12T01:00Z,63,11,114370,redbridge collision
2021-08-13T01:00Z,65,10,16716,hillingdon collision
2021-08-14T01:00Z,73,13,274854,kensington an chelsea collision
2021-08-15T01:00Z,50,12,128916,hounslow collision
2021-08-16T01:00Z,76,10,134500,tower hamlets collision
2021-08-17T01:00Z,59,6,63200,southwark collision
2021-08-18T01:00Z,58,14,20310,greenwich collision
2021-08-19T01:00Z,54,10,3941,tower hamlets collision
2021-08-20T01:00Z,67,8,76514,ealing collision
2021-08-21T01:00Z,96,13,6457,hounslow collision
2021-08-22T01:00Z,58,3,128995,tower hamlets collision
2021-08-23T01:00Z,66,9,32238,hackney collision
2021-08-24T01:00Z,41,11,92745,wandsworth collision
2021-08-25T01:00Z,62,7,628645,wandsworth collision
2021-08-26T01:00Z,58,8,20539,redbridge collision
2021-08-27T01:00Z,59,8,67054,barnet collision
2021-08-28T01:00Z,76,8,456144,enfield collision
2021-08-29T01:00Z,51,7,406010,lambeth collision
2021-08-30T01:00Z,59,6,242685,bromley collision
2021-08-31T01:00Z,56,12,597552,brent collision
2021-09-01T01:00Z,54,16,694687,tower hamlets collision
2021-09-02T01:00Z,73,19,424146,newham collision
2021-09-03T01:00Z,79,9,479653,newham collision
2021-09-04T01:00Z,54,7,163347,lambeth collision
2021-09-05T01:00Z,82,8,264421,hounslow collision
2021-09-06T01:00Z,65,14,99295,camden collision
2021-09-07T01:00Z,65,20,32856,newham collision
2021-09-08T01:00Z,91,15,156570,lambeth collision
2021-09-09T01:00Z,84,7,119959,camden collision
2021-09-10T01:00Z,94,12,110263,newham collision
2021-09-11T01:00Z,86,11,185482,enfield collision
2021-09-12T01:00Z,53,8,272066,redbridge collision
2021-09-13T01:00Z,63,11,340318,tower hamlets collision
2021-09-14T01:00Z,77,9,27386,tower hamlets collision
2021-09-15T01:00Z,76,7,198999,haringey collision
2021-09-16T01:00Z,90,11,133790,enfield collision
2021-09-17T01:00Z,97,22,106267,lambeth collision
2021-09-18T01:00Z,72,10,216742,hammersmith and fulham collision
2021-09-19T01:00Z,47,6,198928,croydon collision
2021-09-20T01:00Z,76,9,616153,islington collision
2021-09-21T01:00Z,77,7,16708,hillingdon collision
2021-09-22T01:00Z,82,12,227962,sutton collision
2021-09-23T01:00Z,96,12,110159,camden collision
2021-09-24T01:00Z,119,11,254956,wandsworth collision
2021-09-25T01:00Z,95,18,279816,tower hamlets collision
2021-09-26T01:00Z,56,6,312411,brent collision
2021-09-27T01:00Z,77,8,134615,bexley collision
2021-09-28T01:00Z,77,6,387377,newham collision
2021-09-29T01:00Z,81,13,178735,croydon collision
2021-09-30T01:00Z,73,7,217762,lambeth collision
2021-10-01T01:00Z,96,11,616584,barnet collision
2021-10-02T01:00Z,71,13,188028,barnet collision
2021-10-03T01:00Z,80,7,74059,haringey collision
2021-10-04T01:00Z,66,15,461644,newham collision
2021-10-05T01:00Z,61,8,456089,lewisham collision
2021-10-06T01:00Z,65,12,308747,enfield collision
2021-10-07T01:00Z,67,15,73168,barnet collision
2021-10-08T01:00Z,79,15,713376,croydon collision
2021-10-09T01:00Z,78,3,2909,barking and dagenham collision
2021-10-10T01:00Z,64,13,235090,redbridge collision
2021-10-11T01:00Z,58,8,208331,barnet collision
2021-10-12T01:00Z,65,7,491777,brent collision
2021-10-13T01:00Z,74,13,596916,hackney collision
2021-10-14T01:00Z,57,11,84596,waltham forest collision
2021-10-15T01:00Z,87,10,1071572,enfield collision
2021-10-16T01:00Z,63,11,466693,croydon collision
2021-10-17T01:00Z,66,9,94142,wandsworth collision
2021-10-18T01:00Z,79,15,686278,brent collision
2021-10-19T01:00Z,74,8,1129779,haringey collision
2021-10-20T01:00Z,79,11,61442,redbridge collision
2021-10-21T01:00Z,72,7,61580,lambeth collision
2021-10-22T01:00Z,81,12,49510,lambeth collision
2021-10-23T01:00Z,89,4,233180,wandsworth collision
2021-10-24T01:00Z,53,10,314380,southwark collision
2021-10-25T01:00Z,52,11,184388,hammersmith and fulham collision
2021-10-26T01:00Z,52,9,403627,enfield collision
2021-10-27T01:00Z,78,7,47861,hillingdon collision
2021-10-28T01:00Z,63,12,986,ealing collision
2021-10-29T01:00Z,85,17,572096,haringey collision
2021-10-30T01:00Z,74,11,172970,tower hamlets collision
2021-10-31T01:00Z,80,14,729636,islington collision
2021-11-01T01:00Z,75,10,1055800,lambeth collision
2021-11-02T01:00Z,83,17,115555,barking and dagenham collision
2021-11-03T01:00Z,91,14,595737,croydon collision
2021-11-04T01:00Z,80,13,1030626,lambeth collision
2021-11-05T01:00Z,105,14,207062,barking and dagenham collision
2021-11-06T01:00Z,72,15,761903,enfield collision
2021-11-07T01:00Z,66,14,37818,croydon collision
2021-11-08T01:00Z,66,13,332728,hackney collision
2021-11-09T01:00Z,70,12,138,croydon collision
2021-11-10T01:00Z,89,13,510101,lambeth collision
2021-11-11T01:00Z,81,18,184481,southwark collision
2021-11-12T01:00Z,93,9,433103,lambeth collision
2021-11-13T01:00Z,63,12,59617,enfield collision
2021-11-14T01:00Z,62,7,100019,redbridge collision
2021-11-15T01:00Z,60,9,110383,brent collision
2021-11-16T01:00Z,84,12,58836,merton collision
2021-11-17T01:00Z,56,11,68872,enfield collision
2021-11-18T01:00Z,78,9,165890,waltham forest collision
2021-11-19T01:00Z,82,17,29216,enfield collision
2021-11-20T01:00Z,49,12,660484,haringey collision
2021-11-21T01:00Z,70,17,282506,wandsworth collision
2021-11-22T01:00Z,80,6,255664,newham collision
2021-11-23T01:00Z,79,12,180238,greenwich collision
2021-11-24T01:00Z,64,14,68397,brent collision
2021-11-25T01:00Z,82,9,108690,barnet collision
2021-11-26T01:00Z,77,25,195538,ealing collision
2021-11-27T01:00Z,91,19,129410,hillingdon collision
2021-11-28T01:00Z,66,4,88390,barking and dagenham collision
2021-11-29T01:00Z,59,12,105500,croydon collision
2021-11-30T01:00Z,86,13,11412,lambeth collision
2021-12-01T01:00Z,79,3,672741,ealing collision
2021-12-02T01:00Z,90,7,165402,southwark collision
2021-12-03T01:00Z,96,18,170389,barnet collision
2021-12-04T01:00Z,79,12,465984,brent collision
2021-12-05T01:00Z,51,6,63786,ealing collision
2021-12-06T01:00Z,76,10,411344,barnet collision
2021-12-07T01:00Z,71,7,603319,brent collision
2021-12-08T01:00Z,64,12,781060,croydon collision
2021-12-09T01:00Z,80,15,33523,islington collision
2021-12-10T01:00Z,56,6,24995,lambeth collision
2021-12-11T01:00Z,68,12,311284,southwark collision
2021-12-12T01:00Z,56,11,209216,lambeth collision
2021-12-13T01:00Z,54,9,147521,bexley collision
2021-12-14T01:00Z,51,9,198456,newham collision
2021-12-15T01:00Z,61,13,199505,ealing collision
2021-12-16T01:00Z,58,6,828587,croydon collision
2021-12-17T01:00Z,70,6,229489,redbridge collision
2021-12-18T01:00Z,50,12,237403,croydon collision
2021-12-19T01:00Z,49,2,34154,tower hamlets collision
2021-12-20T01:00Z,46,9,391988,southwark collision
2021-12-21T01:00Z,37,4,353602,hounslow collision
2021-12-22T01:00Z,64,6,422714,croydon collision
2021-12-23T01:00Z,39,8,25609,newham collision
2021-12-24T01:00Z,76,12,63334,newham collision
2021-12-25T01:00Z,32,12,326330,havering collision
2021-12-26T01:00Z,38,7,243069,lambeth collision
2021-12-27T01:00Z,36,9,869364,newham collision
2021-12-28T01:00Z,31,3,164561,enfield collision
2021-12-29T01:00Z,43,8,153015,ealing collision
2021-12-30T01:00Z,34,3,62304,lambeth collision
2021-12-31T01:00Z,36,8,196603,southwark collision
2022-01-01T01:00Z,46,11,477641,redbridge collision
2022-01-02T01:00Z,54,5,754998,tower hamlets collision
2022-01-03T01:00Z,38,5,70993,croydon collision
2022-01-04T01:00Z,46,5,217194,barking and dagenham collision
2022-01-05T01:00Z,69,10,278357,haringey collision
2022-01-06T01:00Z,51,5,504811,haringey collision
2022-01-07T01:00Z,63,7,381298,newham collision
2022-01-08T01:00Z,56,9,152297,enfield collision
2022-01-09T01:00Z,55,7,306551,newham collision
2022-01-10T01:00Z,54,9,414794,enfield collision
2022-01-11T01:00Z,56,8,620041,lewisham collision
2022-01-12T01:00Z,67,12,253072,ealing collision
2022-01-13T01:00Z,80,16,719829,ealing collision
2022-01-14T01:00Z,107,13,1355369,barnet collision
2022-01-15T01:00Z,58,6,387164,hounslow collision
2022-01-16T01:00Z,46,7,172288,camden collision
2022-01-17T01:00Z,73,13,1368242,waltham forest collision
2022-01-18T01:00Z,73,10,237404,waltham forest collision
2022-01-19T01:00Z,51,8,252418,barking and dagenham collision
2022-01-20T01:00Z,69,15,364879,ealing collision
2022-01-21T01:00Z,73,7,962612,tower hamlets collision
2022-01-22T01:00Z,58,16,387597,barking and dagenham collision
2022-01-23T01:00Z,56,4,1058476,enfield collision
2022-01-24T01:00Z,68,16,452822,southwark collision
2022-01-25T01:00Z,50,11,28789,waltham forest collision
2022-01-26T01:00Z,49,12,106090,newham collision
2022-01-27T01:00Z,90,8,720061,enfield collision
2022-01-28T01:00Z,83,8,246078,croydon collision
2022-01-29T01:00Z,88,7,399094,havering collision
2022-01-30T01:00Z,64,5,196710,havering collision
2022-01-31T01:00Z,59,15,220637,brent collision
2022-02-01T01:00Z,73,3,239155,barnet collision
2022-02-02T01:00Z,56,10,38280,camden collision
2022-02-03T01:00Z,52,8,184149,enfield collision
2022-02-04T01:00Z,61,11,77063,hillingdon collision
2022-02-05T01:00Z,54,16,104034,lewisham collision
2022-02-06T01:00Z,55,13,292521,lambeth collision
2022-02-07T01:00Z,69,12,76725,southwark collision
2022-02-08T01:00Z,44,9,294835,enfield collision
2022-02-09T01:00Z,60,5,885381,ealing collision
2022-02-10T01:00Z,65,11,347575,southwark collision
2022-02-11T01:00Z,71,21,122862,barnet collision
2022-02-12T01:00Z,62,6,1329145,enfield collision
2022-02-13T01:00Z,56,5,60146,redbridge collision
2022-02-14T01:00Z,64,6,919812,brent collision
2022-02-15T01:00Z,56,5,52538,ealing collision
2022-02-16T01:00Z,60,3,91671,hackney collision
2022-02-17T01:00Z,73,6,132639,redbridge collision
2022-02-18T01:00Z,34,4,102594,lewisham collision
2022-02-19T01:00Z,66,6,194820,haringey collision
2022-02-20T01:00Z,43,5,71478,lambeth collision
2022-02-21T01:00Z,47,6,99925,tower hamlets collision
2022-02-22T01:00Z,42,7,98408,haringey collision
2022-02-23T01:00Z,53,8,42395,haringey collision
2022-02-24T01:00Z,65,9,91199,hillingdon collision
2022-02-25T01:00Z,69,16,321842,havering collision
2022-02-26T01:00Z,88,11,103628,lambeth collision
2022-02-27T01:00Z,48,6,485721,brent collision
2022-02-28T01:00Z,65,9,283779,islington collision
2022-03-01T01:00Z,84,12,174110,tower hamlets collision
2022-03-02T01:00Z,68,9,35829,enfield collision
2022-03-03T01:00Z,82,15,467626,ealing collision
2022-03-04T01:00Z,78,9,330954,wandsworth collision
2022-03-05T01:00Z,58,12,558303,greenwich collision
2022-03-06T01:00Z,57,7,26294,tower hamlets collision
2022-03-07T01:00Z,64,11,72383,ealing collision
2022-03-08T01:00Z,67,6,4324,wandsworth collision
2022-03-09T01:00Z,56,8,13945,haringey collision
2022-03-10T01:00Z,55,14,962759,redbridge collision
2022-03-11T01:00Z,66,13,74623,brent collision
2022-03-12T01:00Z,70,15,234798,southwark collision
2022-03-13T01:00Z,45,13,119791,hillingdon collision
2022-03-14T01:00Z,45,12,269390,brent collision
2022-03-15T01:00Z,45,14,257647,wandsworth collision
2022-03-16T01:00Z,80,11,156886,brent collision
2022-03-17T01:00Z,74,11,193328,barnet collision
2022-03-18T01:00Z,85,8,96508,southwark collision
2022-03-19T01:00Z,65,9,235997,haringey collision
2022-03-20T01:00Z,54,7,183789,greenwich collision
2022-03-21T01:00Z,58,13,22671,lewisham collision
2022-03-22T01:00Z,62,13,70366,hillingdon collision
2022-03-23T01:00Z,59,10,148540,brent collision
2022-03-24T01:00Z,61,15,136310,wandsworth collision
2022-03-25T01:00Z,76,18,377004,hounslow collision
2022-03-26T01:00Z,82,15,373597,enfield collision
2022-03-27T01:00Z,43,9,204257,southwark collision
2022-03-28T01:00Z,47,8,374242,barnet collision
2022-03-29T01:00Z,70,16,312658,tower hamlets collision
2022-03-30T01:00Z,61,13,326987,bromley collision
2022-03-31T01:00Z,61,10,72616,havering collision
2022-04-01T01:00Z,65,13,696381,croydon collision
2022-04-02T01:00Z,55,10,150569,lambeth collision
2022-04-03T01:00Z,49,4,375671,ealing collision
2022-04-04T01:00Z,50,7,492802,sutton collision
2022-04-05T01:00Z,55,10,359764,lambeth collision
2022-04-06T01:00Z,69,8,220652,croydon collision
2022-04-07T01:00Z,59,8,728127,barnet collision
2022-04-08T01:00Z,47,14,150249,southwark collision
2022-04-09T01:00Z,63,9,672645,southwark collision
2022-04-10T01:00Z,52,4,291995,barnet collision
2022-04-11T01:00Z,45,10,218207,camden collision
2022-04-12T01:00Z,56,7,517246,havering collision
2022-04-13T01:00Z,47,7,379063,barnet collision
2022-04-14T01:00Z,72,16,272916,croydon collision
2022-04-15T01:00Z,54,6,288781,richmond upon thames collision
2022-04-16T01:00Z,81,8,320551,tower hamlets collision
2022-04-17T01:00Z,36,9,715298,waltham forest collision
2022-04-18T01:00Z,61,10,124165,croydon collision
2022-04-19T01:00Z,62,8,481356,barnet collision
2022-04-20T01:00Z,77,8,136078,lambeth collision
2022-04-21T01:00Z,60,20,314184,lewisham collision
2022-04-22T01:00Z,57,12,255638,lambeth collision
2022-04-23T01:00Z,63,6,311207,hackney collision
2022-04-24T01:00Z,63,16,330980,wandsworth collision
2022-04-25T01:00Z,58,8,311010,ealing collision
2022-04-26T01:00Z,66,11,177224,haringey collision
2022-04-27T01:00Z,48,9,516007,enfield collision
2022-04-28T01:00Z,60,14,227489,tower hamlets collision
2022-04-29T01:00Z,57,14,246996,haringey collision
2022-04-30T01:00Z,84,16,185015,ealing collision
2022-05-01T01:00Z,65,17,247908,haringey collision
2022-05-02T01:00Z,57,7,382684,redbridge collision
2022-05-03T01:00Z,56,8,215328,southwark collision
2022-05-04T01:00Z,79,8,627320,tower hamlets collision
2022-05-05T01:00Z,77,15,522375,kingston upon thames collision
2022-05-06T01:00Z,87,14,334668,harrow collision
2022-05-07T01:00Z,54,7,761522,ealing collision
2022-05-08T01:00Z,73,16,281282,newham collision
2022-05-09T01:00Z,60,12,222639,southwark collision
2022-05-10T01:00Z,63,11,179491,croydon collision
2022-05-11T01:00Z,85,10,457591,newham collision
2022-05-12T01:00Z,71,18,134922,newham collision
2022-05-13T01:00Z,80,14,209724,newham collision
2022-05-14T01:00Z,82,14,273737,tower hamlets collision
2022-05-15T01:00Z,42,9,251739,lambeth collision
2022-05-16T01:00Z,59,5,157575,camden collision
2022-05-17T01:00Z,82,15,296771,barnet collision
2022-05-18T01:00Z,93,17,274795,havering collision
2022-05-19T01:00Z,58,13,207348,camden collision
2022-05-20T01:00Z,96,11,560947,ealing collision
2022-05-21T01:00Z,56,9,407308,haringey collision
2022-05-22T01:00Z,56,12,137500,croydon collision
2022-05-23T01:00Z,63,8,85618,ealing collision
2022-05-24T01:00Z,77,12,234416,ealing collision
2022-05-25T01:00Z,58,8,387647,wandsworth collision
2022-05-26T01:00Z,66,14,155942,enfield collision
2022-05-27T01:00Z,88,10,164500,barking and dagenham collision
2022-05-28T01:00Z,76,16,141312,hillingdon collision
2022-05-29T01:00Z,58,8,668462,croydon collision
2022-05-30T01:00Z,54,15,140972,brent collision
2022-05-31T01:00Z,71,10,106943,redbridge collision
2022-06-01T01:00Z,60,14,79396,enfield collision
2022-06-02T01:00Z,52,9,353997,croydon collision
2022-06-03T01:00Z,58,9,116799,hackney collision
2022-06-04T01:00Z,68,12,328643,lambeth collision
2022-06-05T01:00Z,46,3,46268,barnet collision
2022-06-06T01:00Z,73,7,236656,hillingdon collision
2022-06-07T01:00Z,84,13,251723,wandsworth collision
2022-06-08T01:00Z,78,5,148568,southwark collision
2022-06-09T01:00Z,85,15,318963,enfield collision
2022-06-10T01:00Z,89,17,322135,hounslow collision
2022-06-11T01:00Z,74,12,215665,bromley collision
2022-06-12T01:00Z,45,9,130818,camden collision
2022-06-13T01:00Z,78,7,44163,lambeth collision
2022-06-14T01:00Z,80,12,209806,barnet collision
2022-06-15T01:00Z,76,11,199945,hounslow collision
2022-06-16T01:00Z,83,12,45983,haringey collision
2022-06-17T01:00Z,116,20,110536,hounslow collision
2022-06-18T01:00Z,50,13,455947,bromley collision
2022-06-19T01:00Z,46,15,56641,tower hamlets collision
2022-06-20T01:00Z,80,8,451363,enfield collision
2022-06-21T01:00Z,114,21,109600,wandsworth collision
2022-06-22T01:00Z,93,18,668497,lambeth collision
2022-06-23T01:00Z,79,13,107350,lambeth collision
2022-06-24T01:00Z,89,11,291068,lewisham collision
2022-06-25T01:00Z,73,16,106260,lambeth collision
2022-06-26T01:00Z,70,9,281280,hillingdon collision
2022-06-27T01:00Z,73,4,178256,hackney collision
2022-06-28T01:00Z,69,10,305709,enfield collision
2022-06-29T01:00Z,51,9,314847,barnet collision
2022-06-30T01:00Z,70,9,365498,newham collision
2022-07-01T01:00Z,75,9,75483,waltham forest collision
2022-07-02T01:00Z,71,13,204727,brent collision
2022-07-03T01:00Z,47,6,164547,croydon collision
2022-07-04T01:00Z,60,9,358491,hillingdon collision
2022-07-05T01:00Z,80,15,76806,hackney collision
2022-07-06T01:00Z,59,13,119145,lambeth collision
2022-07-07T01:00Z,78,13,662552,hillingdon collision
2022-07-08T01:00Z,88,11,1038206,brent collision
2022-07-09T01:00Z,76,14,102592,redbridge collision
2022-07-10T01:00Z,63,11,146868,harrow collision
2022-07-11T01:00Z,99,14,59928,hounslow collision
2022-07-12T01:00Z,62,14,50435,brent collision
2022-07-13T01:00Z,71,15,248459,tower hamlets collision
2022-07-14T01:00Z,83,11,62704,lambeth collision
2022-07-15T01:00Z,97,16,218641,lambeth collision
2022-07-16T01:00Z,77,18,457238,waltham forest collision
2022-07-17T01:00Z,66,15,149353,brent collision
2022-07-18T01:00Z,70,10,84921,wandsworth collision
2022-07-19T01:00Z,54,9,481548,croydon collision
2022-07-20T01:00Z,56,8,643693,croydon collision
2022-07-21T01:00Z,63,10,186697,camden collision
2022-07-22T01:00Z,52,11,659707,lambeth collision
2022-07-23T01:00Z,70,10,321210,ealing collision
2022-07-24T01:00Z,61,11,194252,enfield collision
2022-07-25T01:00Z,60,9,278266,lambeth collision
2022-07-26T01:00Z,54,10,174138,newham collision
2022-07-27T01:00Z,59,13,205276,camden collision
2022-07-28T01:00Z,42,10,94543,islington collision
2022-07-29T01:00Z,91,10,134416,enfield collision
2022-07-30T01:00Z,57,9,672677,tower hamlets collision
2022-07-31T01:00Z,74,9,135640,enfield collision
2022-08-01T01:00Z,54,11,91030,barking and dagenham collision
2022-08-02T01:00Z,59,9,407612,croydon collision
2022-08-03T01:00Z,60,9,188256,hammersmith and fulham collision
2022-08-04T01:00Z,73,10,231106,harrow collision
2022-08-05T01:00Z,77,11,128538,camden collision
2022-08-06T01:00Z,83,16,101907,newham collision
2022-08-07T01:00Z,42,9,201676,croydon collision
2022-08-08T01:00Z,61,3,57125,barking and dagenham collision
2022-08-09T01:00Z,73,15,331739,islington collision
2022-08-10T01:00Z,99,8,264393,hounslow collision
2022-08-11T01:00Z,70,16,212913,ealing collision
2022-08-12T01:00Z,71,8,941069,bexley collision
2022-08-13T01:00Z,68,13,513827,brent collision
2022-08-14T01:00Z,51,8,537909,tower hamlets collision
2022-08-15T01:00Z,60,8,365603,hammersmith and fulham collision
2022-08-16T01:00Z,52,9,135291,newham collision
2022-08-17T01:00Z,57,8,525706,lewisham collision
2022-08-18T01:00Z,74,12,202197,lambeth collision
2022-08-19T01:00Z,85,16,403978,camden collision
2022-08-20T01:00Z,66,10,479227,wandsworth collision
2022-08-21T01:00Z,62,11,98598,enfield collision
2022-08-22T01:00Z,45,9,39092,ealing collision
2022-08-23T01:00Z,49,11,348438,lambeth collision
2022-08-24T01:00Z,57,4,50685,lambeth collision
2022-08-25T01:00Z,60,8,181127,newham collision
2022-08-26T01:00Z,75,17,64411,tower hamlets collision
2022-08-27T01:00Z,69,13,366836,barnet collision
2022-08-28T01:00Z,59,11,108187,tower hamlets collision
2022-08-29T01:00Z,44,9,195553,bromley collision
2022-08-30T01:00Z,57,12,325050,hillingdon collision
2022-08-31T01:00Z,71,17,270694,enfield collision
2022-09-01T01:00Z,60,13,132331,lambeth collision
2022-09-02T01:00Z,65,10,295984,enfield collision
2022-09-03T01:00Z,57,9,60330,barnet collision
2022-09-04T01:00Z,40,13,434369,newham collision
2022-09-05T01:00Z,61,13,620068,bromley collision
2022-09-06T01:00Z,53,7,220900,wandsworth collision
2022-09-07T01:00Z,62,15,609050,haringey collision
2022-09-08T01:00Z,68,8,1377433,croydon collision
2022-09-09T01:00Z,59,17,172350,hillingdon collision
2022-09-10T01:00Z,73,15,92718,newham collision
2022-09-11T01:00Z,52,8,43447,lewisham collision
2022-09-12T01:00Z,54,9,102417,hillingdon collision
2022-09-13T01:00Z,56,10,95790,lambeth collision
2022-09-14T01:00Z,56,7,62623,tower hamlets collision
2022-09-15T01:00Z,75,9,240710,lewisham collision
2022-09-16T01:00Z,80,16,98113,ealing collision
2022-09-17T01:00Z,69,8,274495,ealing collision
