date,slight,serious,Barking and Dagenham collision,Barnet collision,Bexley collision,Brent collision,Bromley collision,Camden collision,City of London collision,Croydon collision,Ealing collision,Enfield collision,Greenwich collision,Hackney collision,Hammersmith and Fulham collision,Haringey collision,Harrow collision,Havering collision,Hillingdon collision,Hounslow collision,Islington collision,Kensington an Chelsea collision,Kingston upon thames collision,Lambeth collision,Lewisham collision,Merton collision,Newham collision,Redbridge collision,Richmond upon thames collision,Southwark collision,Sutton collision,Tower Hamlets collision,Waltham Forest collision,Wandsworth collision,Westminster collision
20/12/2019,92,8,2,1,4,4,6,2,0,5,5,2,5,4,3,5,0,1,2,5,3,4,0,7,2,5,0,3,1,5,0,3,1,4,6
21/12/2019,74,5,0,3,1,0,9,3,0,0,6,3,1,2,1,2,4,2,2,0,4,2,1,1,3,0,5,1,1,8,4,3,0,2,5
22/12/2019,50,8,1,3,0,1,2,1,0,1,2,1,3,2,0,5,1,6,0,2,0,1,0,1,2,2,1,1,1,3,2,1,1,5,6
23/12/2019,73,9,6,8,3,4,2,3,0,2,2,3,7,0,0,5,2,2,1,3,2,2,0,2,6,1,2,3,1,2,1,0,1,1,5
24/12/2019,54,7,1,7,0,2,2,0,0,3,4,0,2,2,3,2,0,2,1,2,2,3,2,3,4,0,5,2,0,1,0,3,1,2,0
25/12/2019,34,6,4,1,0,2,2,1,0,4,4,0,0,0,0,0,4,0,4,1,0,0,1,3,1,0,0,0,0,0,3,0,3,0,2
26/12/2019,23,4,4,0,1,3,2,0,0,4,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,1
27/12/2019,40,4,0,1,0,1,5,0,1,1,2,3,4,1,1,2,0,0,2,4,1,2,0,1,2,0,0,1,1,2,0,0,1,1,4
28/12/2019,47,5,3,2,1,3,1,0,0,2,2,5,4,3,1,1,1,2,1,1,1,0,0,4,2,0,1,1,2,4,0,2,1,0,1
29/12/2019,46,7,0,1,1,1,2,3,0,4,6,0,1,0,1,2,0,0,1,2,0,4,0,2,0,1,2,4,1,6,3,3,1,0,1
30/12/2019,44,4,3,5,0,2,0,1,1,0,0,2,5,1,1,1,0,1,0,2,2,0,0,3,3,0,1,5,0,1,2,1,1,1,3
31/12/2019,56,6,1,2,0,0,0,3,0,5,3,2,0,4,4,5,0,3,0,3,3,0,2,6,1,0,1,5,0,4,1,0,0,0,4
01/01/2020,52,11,2,2,0,2,2,0,2,3,0,9,3,0,0,3,0,2,0,0,2,2,4,3,2,2,1,1,0,1,3,4,0,1,7
02/01/2020,42,7,3,1,0,1,1,0,0,4,1,1,1,2,2,1,0,2,4,1,0,0,3,1,0,0,3,5,0,5,1,1,2,1,2
03/01/2020,45,2,0,1,1,2,2,0,0,1,1,6,2,2,0,2,1,2,3,0,1,2,0,2,4,1,1,2,0,0,0,1,3,2,2
04/01/2020,54,9,1,6,0,4,3,0,0,3,5,0,4,2,3,0,0,1,2,1,0,2,3,4,0,0,5,4,1,4,3,1,0,0,1
05/01/2020,38,1,0,2,3,3,1,0,0,2,0,3,0,2,2,0,2,2,0,0,2,1,1,2,2,0,2,0,1,0,0,0,0,3,3
06/01/2020,53,9,1,1,0,4,2,1,0,2,5,4,1,3,1,3,2,2,6,2,1,0,2,3,0,1,1,5,1,0,0,2,1,2,3
07/01/2020,73,11,1,1,3,3,3,3,0,4,10,3,4,2,1,1,1,5,3,2,5,0,1,3,8,1,2,1,0,2,2,2,1,6,0
08/01/2020,60,7,0,1,1,2,0,1,1,2,3,4,4,2,1,0,0,0,3,4,2,0,2,5,2,2,5,8,1,3,0,2,0,2,4
09/01/2020,83,5,3,4,3,6,3,0,0,1,3,8,1,5,2,2,2,1,4,7,4,2,0,2,3,2,3,0,1,4,1,1,7,2,1
10/01/2020,65,9,1,4,0,5,1,2,1,6,7,4,1,1,1,2,0,2,1,2,0,6,1,2,0,2,7,5,2,2,1,0,1,0,4
11/01/2020,55,3,2,2,0,5,1,3,0,1,1,3,2,1,4,0,0,2,3,3,1,3,0,2,4,0,1,0,2,3,0,5,2,2,0
12/01/2020,47,6,0,1,1,3,1,6,0,0,3,0,0,4,2,0,0,3,1,1,3,1,2,1,2,1,2,1,1,4,2,1,1,1,4
13/01/2020,77,10,0,4,3,3,3,5,0,3,3,3,1,0,1,6,5,2,0,2,5,3,3,3,4,0,5,2,0,4,1,0,2,5,6
14/01/2020,96,11,3,3,8,5,4,0,0,2,6,3,4,4,0,1,2,5,1,6,4,5,3,4,3,2,1,3,1,3,3,6,2,6,4
15/01/2020,76,11,5,0,3,5,1,4,1,3,6,2,1,0,2,6,2,3,8,4,1,1,2,4,4,1,0,1,1,2,5,0,1,3,5
16/01/2020,61,11,0,3,5,4,1,0,0,3,4,4,2,2,1,4,2,4,3,1,1,1,1,3,1,5,0,1,0,4,1,1,4,4,2
17/01/2020,70,15,0,7,2,4,2,3,2,3,2,8,1,3,0,2,1,1,3,1,2,2,1,3,1,1,3,2,5,5,0,3,2,3,7
18/01/2020,69,8,1,2,2,3,1,3,1,5,2,4,4,5,0,1,2,2,1,0,3,2,3,2,3,3,5,3,3,0,1,5,1,2,2
19/01/2020,60,11,0,2,3,2,1,2,1,2,1,2,1,4,0,3,3,4,4,3,2,2,1,1,5,1,4,2,2,1,1,2,3,3,3
20/01/2020,61,5,0,5,2,2,3,1,0,2,2,0,1,7,1,2,1,1,4,0,3,1,1,2,1,2,1,2,0,5,1,2,2,2,7
21/01/2020,75,9,1,2,2,1,3,6,2,5,1,4,0,6,4,0,0,1,4,2,0,1,1,3,0,5,3,3,1,3,0,3,1,6,10
22/01/2020,85,3,0,4,3,3,2,1,0,1,5,2,2,4,3,4,2,1,2,0,0,2,0,4,2,6,4,1,2,5,2,1,5,12,3
23/01/2020,61,7,3,4,4,3,0,5,3,1,1,5,0,2,0,1,2,0,3,1,1,5,2,5,0,3,0,0,1,1,0,4,1,3,4
24/01/2020,91,11,0,3,1,5,5,3,0,5,2,5,1,0,4,1,3,0,0,4,4,2,3,6,2,0,8,4,3,3,2,4,4,7,8
25/01/2020,44,8,0,2,0,3,1,1,0,3,1,2,4,2,1,1,1,0,3,1,1,1,1,1,1,1,3,4,1,1,0,2,2,5,2
26/01/2020,49,6,1,0,0,2,1,1,0,3,0,2,2,6,2,1,0,0,1,1,3,0,1,4,3,3,4,3,1,4,1,1,1,0,3
27/01/2020,65,7,3,6,4,2,3,1,0,3,1,2,4,2,2,3,1,2,0,6,0,1,2,2,2,0,1,3,0,2,5,1,1,6,1
28/01/2020,79,7,1,2,2,7,3,3,0,3,4,2,4,1,1,1,2,2,2,2,0,1,11,3,7,0,2,0,0,2,1,4,3,2,8
29/01/2020,73,8,7,3,1,4,1,1,0,5,2,3,1,2,5,5,0,0,0,2,0,2,1,2,7,1,2,2,0,3,4,5,2,0,8
30/01/2020,55,8,1,2,0,1,1,4,2,3,4,2,3,1,0,1,4,0,0,2,1,1,0,1,3,2,7,5,1,6,0,2,1,1,1
31/01/2020,91,11,0,4,1,3,5,6,0,4,3,7,4,1,3,3,1,1,1,8,2,2,1,3,4,3,1,4,2,3,4,3,7,1,7
01/02/2020,83,9,7,3,4,1,5,0,0,5,7,2,2,0,0,3,3,2,5,0,1,1,1,5,2,3,2,3,5,4,0,3,5,2,6
02/02/2020,64,8,1,4,0,5,0,0,0,4,8,4,3,1,2,1,0,1,1,1,1,2,3,7,2,1,5,6,2,0,0,3,1,1,2
03/02/2020,72,6,7,5,5,4,1,3,0,2,2,2,1,0,0,2,1,1,2,0,3,4,0,4,3,1,3,3,1,4,2,4,2,2,4
04/02/2020,74,6,1,3,2,2,3,1,0,5,4,2,3,1,4,0,1,3,4,4,4,0,1,7,1,1,2,1,0,6,0,6,0,4,4
05/02/2020,65,9,0,0,4,2,2,1,1,3,1,0,1,5,2,2,0,7,2,0,3,0,2,8,4,1,2,2,1,3,0,3,3,3,6
06/02/2020,75,14,1,1,3,4,0,3,0,4,5,5,1,8,0,3,3,5,3,4,4,1,3,5,5,1,0,3,0,3,1,4,2,0,4
07/02/2020,67,11,2,3,0,0,2,3,0,10,6,2,1,3,3,1,1,2,4,2,4,0,0,3,1,0,3,1,0,3,2,5,2,5,4
08/02/2020,77,10,4,1,1,3,2,1,0,6,9,4,1,1,1,5,3,3,2,5,1,1,1,7,0,0,2,3,0,0,1,2,7,7,3
09/02/2020,50,3,2,4,1,2,1,1,1,0,1,3,2,1,2,3,1,0,1,1,0,0,0,0,1,4,3,5,0,6,1,0,3,1,2
10/02/2020,71,9,1,3,3,4,2,4,0,5,3,3,2,2,0,3,2,2,2,4,4,1,0,3,1,4,4,5,2,0,0,2,3,1,5
11/02/2020,61,9,0,2,2,5,1,2,1,7,1,2,4,2,1,0,1,0,0,1,5,1,1,2,3,1,1,1,1,7,1,6,2,2,4
12/02/2020,84,5,3,5,0,3,2,1,0,6,4,4,3,2,2,4,0,2,4,4,2,1,0,4,2,1,4,3,4,2,3,3,4,2,5
13/02/2020,66,12,3,5,1,4,3,7,1,4,4,2,0,2,1,5,2,1,1,2,2,0,1,2,2,4,4,3,0,0,0,2,1,1,8
14/02/2020,83,8,2,3,0,5,3,7,3,4,0,4,5,1,0,2,2,1,1,3,5,1,1,1,2,0,3,3,2,6,5,4,6,5,1
15/02/2020,72,8,1,2,2,5,2,4,0,6,3,3,1,1,1,3,0,1,1,1,0,3,0,6,0,4,6,1,2,3,0,1,10,3,4
16/02/2020,48,6,1,0,0,2,2,3,0,0,4,3,5,2,2,0,0,2,4,2,2,1,1,3,1,1,0,1,0,1,1,8,1,0,1
17/02/2020,69,5,1,5,0,2,1,2,3,0,3,2,2,1,5,3,2,5,0,2,1,0,0,10,1,0,4,8,0,1,0,4,1,3,2
18/02/2020,68,10,1,4,0,0,1,1,3,6,0,5,4,4,3,2,5,3,1,2,3,1,3,6,0,1,2,1,1,2,0,3,2,6,2
19/02/2020,51,4,2,0,0,1,0,3,1,8,0,3,2,3,1,3,0,0,2,0,0,1,0,2,2,0,4,1,0,5,1,2,1,3,4
20/02/2020,72,14,1,1,0,3,3,5,1,4,6,3,0,3,3,4,3,13,3,2,1,2,0,1,0,0,2,1,0,1,0,10,2,3,5
21/02/2020,54,7,3,2,1,5,4,2,1,2,7,1,1,0,2,2,0,3,0,1,2,0,0,2,2,0,0,5,2,2,1,3,1,1,3
22/02/2020,47,7,0,1,4,1,2,3,1,0,0,0,1,1,2,2,4,1,4,3,1,0,0,2,3,1,1,5,1,3,1,1,1,2,2
23/02/2020,61,5,0,0,5,3,4,4,0,4,0,3,2,2,2,1,1,1,2,1,3,4,0,6,1,1,0,2,1,5,0,1,1,1,5
24/02/2020,45,6,6,5,1,4,0,3,0,0,4,2,3,1,1,1,0,0,0,2,0,2,0,1,1,0,3,1,0,1,1,2,1,1,4
25/02/2020,81,7,0,3,2,2,1,4,1,0,2,2,7,2,0,3,1,3,1,5,3,4,2,1,1,1,5,5,1,1,1,11,5,4,4
26/02/2020,75,15,6,4,0,4,2,0,2,2,5,3,2,2,1,3,1,3,2,5,0,4,1,5,1,3,2,1,3,5,1,2,4,3,8
27/02/2020,65,8,0,2,0,4,2,3,0,9,2,5,0,2,2,3,2,3,3,1,2,0,1,2,2,3,2,0,2,4,0,4,4,1,3
28/02/2020,71,6,0,1,4,2,2,3,0,5,0,2,3,5,1,0,1,3,2,2,2,4,0,5,2,1,4,2,1,2,1,6,2,5,4
29/02/2020,76,8,1,5,2,4,1,6,0,7,0,2,3,3,2,2,1,0,1,3,0,2,1,1,1,5,5,4,0,4,5,4,1,2,6
01/03/2020,61,7,1,4,0,1,1,1,0,1,2,1,1,3,2,1,2,5,8,1,5,2,0,2,7,1,1,0,1,3,0,0,4,4,3
02/03/2020,56,7,0,2,0,6,2,4,0,6,1,1,1,2,2,0,1,1,0,2,3,4,0,3,0,0,5,4,0,3,1,4,1,1,3
03/03/2020,66,6,2,3,1,2,1,1,0,1,1,5,5,3,6,3,2,2,3,5,3,3,1,4,0,2,0,0,0,3,1,2,1,3,3
04/03/2020,75,10,0,3,1,1,2,0,1,3,1,1,2,4,2,2,1,3,7,4,4,2,3,4,4,1,4,1,3,7,1,7,3,1,2
05/03/2020,74,9,0,0,7,2,2,6,0,2,3,2,3,4,3,4,2,1,1,4,5,3,1,2,2,1,0,2,2,2,0,8,3,3,3
06/03/2020,77,12,6,8,0,2,1,7,0,5,0,2,3,6,3,0,2,1,1,3,3,2,0,5,2,3,2,0,0,2,1,7,2,3,7
07/03/2020,53,9,3,0,2,3,1,1,0,1,3,3,3,3,1,1,2,0,3,1,1,2,0,2,3,2,2,3,0,5,2,3,2,2,2
08/03/2020,69,3,0,4,0,1,1,2,0,5,4,8,2,4,1,2,3,1,4,2,1,1,0,4,0,1,4,4,1,1,0,6,1,3,1
09/03/2020,72,11,4,4,0,5,5,2,0,1,7,1,1,3,3,6,0,5,3,0,2,6,0,4,2,0,2,0,2,3,1,3,1,4,3
10/03/2020,62,2,0,0,1,1,1,2,2,0,6,2,1,2,1,0,4,1,3,4,3,1,0,4,2,2,0,1,1,1,0,3,0,7,8
11/03/2020,54,11,1,2,1,1,2,6,0,6,0,3,2,1,1,1,4,0,2,3,1,4,0,3,2,0,2,1,4,2,1,0,2,3,4
12/03/2020,54,7,0,2,3,4,1,4,1,1,2,3,2,0,1,2,0,2,4,1,3,1,0,2,1,2,4,2,1,4,1,0,2,2,3
13/03/2020,50,5,0,4,2,2,1,1,0,4,2,3,1,1,0,1,1,0,3,3,3,0,0,1,1,1,0,1,1,5,1,2,3,5,2
14/03/2020,62,11,0,0,13,6,1,3,1,1,6,0,8,4,1,2,5,0,3,0,3,1,0,2,1,0,0,4,1,0,1,1,1,0,4
15/03/2020,49,3,1,3,0,2,4,3,0,2,1,4,1,0,1,2,2,6,1,0,1,1,0,3,2,0,2,0,2,3,1,0,1,3,0
16/03/2020,55,9,3,1,2,3,5,0,0,1,1,1,1,2,1,2,3,3,0,1,2,2,2,1,3,0,5,3,0,1,1,4,5,2,3
17/03/2020,46,9,1,6,1,1,1,2,0,5,4,1,0,1,4,2,1,0,1,2,2,2,0,2,3,2,0,0,4,3,0,0,0,2,2
18/03/2020,54,10,0,0,1,0,0,1,0,2,11,2,2,4,4,2,1,5,0,1,1,1,2,2,3,2,1,0,0,3,1,4,1,2,5
19/03/2020,59,2,1,1,1,6,0,0,0,6,2,4,5,1,2,2,3,0,1,1,0,1,1,8,0,1,2,1,0,2,0,3,1,2,3
20/03/2020,50,9,1,1,2,6,2,2,0,5,3,1,0,3,0,0,2,0,0,4,1,1,0,0,5,0,5,2,0,3,2,2,2,3,1
21/03/2020,30,6,0,1,1,1,1,0,0,7,3,1,3,0,0,0,2,0,3,2,0,1,0,3,2,0,0,2,0,0,0,0,1,1,1
22/03/2020,26,2,0,3,0,1,1,0,0,1,1,2,2,0,0,2,2,0,0,1,1,1,0,0,2,2,2,1,0,1,1,0,0,0,1
23/03/2020,47,4,5,1,3,2,1,1,0,5,0,0,1,1,1,4,1,0,1,1,2,1,1,1,1,1,1,6,1,3,3,1,1,0,0
24/03/2020,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,1,1,1,2,0,2,0
25/03/2020,26,6,0,0,0,1,1,1,0,2,1,1,1,4,0,7,0,1,0,0,0,0,0,0,0,1,1,2,0,1,2,2,1,1,1
26/03/2020,13,7,0,1,0,2,0,1,0,0,1,3,0,1,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,3,0,1,1,0,0
27/03/2020,19,5,1,1,0,1,0,5,0,2,3,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3
28/03/2020,10,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
29/03/2020,10,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
30/03/2020,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1
31/03/2020,17,4,2,0,0,1,0,1,0,1,2,0,1,1,2,1,0,1,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,2,0
01/04/2020,26,2,0,3,0,0,1,1,0,2,1,2,0,3,0,0,0,4,0,0,2,1,0,1,2,0,1,0,0,0,2,2,0,0,0
02/04/2020,18,5,0,2,0,2,2,0,0,2,0,0,1,0,0,1,0,0,2,1,1,0,1,2,2,1,0,1,1,0,0,0,0,1,0
03/04/2020,18,2,1,1,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,1,3,0,1,2,0,0,1,0,2,0,0,0,1,0
04/04/2020,21,3,1,1,1,1,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,1,0,2,2,0,1,0,0,1,0,1,0,2,2
05/04/2020,23,5,0,2,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,4,1,2,0,2,2,1,1,0,1,2,0,1,0,0,1
06/04/2020,27,3,0,0,1,5,0,1,0,0,3,1,0,2,2,1,0,0,1,0,0,1,0,2,2,0,1,0,1,1,0,1,2,0,2
07/04/2020,30,5,3,0,0,5,3,2,0,0,1,3,0,0,2,3,1,1,0,0,0,0,0,3,2,0,1,0,1,0,0,1,1,2,0
08/04/2020,17,2,0,1,1,2,0,0,0,3,0,3,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0
09/04/2020,17,2,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,3,1,1,0
10/04/2020,23,1,1,0,0,2,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,2,0,1,1,0,1,0,2,2,3,3,0,0,0
11/04/2020,23,4,0,1,1,0,2,0,0,0,1,0,0,1,1,0,2,0,1,0,0,2,0,0,1,0,2,3,0,4,0,0,1,3,1
12/04/2020,23,3,0,1,0,1,2,0,0,0,3,2,2,0,0,1,0,2,0,0,1,0,1,0,0,0,4,2,0,0,0,2,0,0,2
13/04/2020,23,3,0,0,0,2,0,0,0,5,1,1,0,1,0,1,1,1,1,0,0,0,2,2,4,0,0,1,0,1,0,1,0,0,1
14/04/2020,33,7,0,0,0,2,0,2,0,0,5,0,1,0,2,3,1,0,1,1,1,1,0,1,2,1,1,2,2,4,1,2,1,0,3
15/04/2020,18,4,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,3,1,1,1,2,2,2,0,0,0,0,2,2,0,0,0
16/04/2020,22,3,0,1,0,2,0,0,1,0,3,0,2,1,1,0,0,0,0,2,0,0,0,1,1,2,0,3,0,2,0,2,0,0,1
17/04/2020,20,5,0,1,0,1,1,3,0,1,1,0,1,2,0,2,1,0,1,0,1,1,0,0,0,1,4,0,0,0,0,3,0,0,0
18/04/2020,16,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,2,0,0,1,2,2,0,0,2,0,1,0
19/04/2020,15,2,0,2,1,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
20/04/2020,22,6,1,0,1,1,1,0,0,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,4,2,2,0,2,2
21/04/2020,29,4,3,1,1,1,1,1,0,3,1,0,0,2,2,2,0,0,0,0,1,0,0,1,2,1,0,0,1,0,1,3,0,2,3
22/04/2020,31,5,1,0,0,0,1,1,1,3,2,3,1,3,0,0,1,1,0,2,2,0,0,2,0,0,0,1,2,2,0,6,0,1,0
23/04/2020,28,5,0,2,1,0,2,2,0,0,1,3,1,1,1,1,0,0,0,0,2,0,1,0,3,0,1,0,1,1,0,2,1,4,2
24/04/2020,29,4,1,2,0,0,0,1,0,1,1,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4,0,0,1,0,4,2,2,1
25/04/2020,39,0,3,0,0,0,3,0,0,1,3,1,2,2,0,1,0,2,3,1,1,0,0,0,1,2,2,2,2,1,0,3,0,1,2
26/04/2020,28,5,0,0,1,2,0,0,0,0,0,2,0,5,1,2,0,0,0,1,1,0,1,4,1,0,1,0,0,4,0,0,2,4,1
27/04/2020,36,7,2,0,3,2,2,1,0,4,0,2,0,1,0,0,1,1,5,1,1,0,0,4,1,2,0,1,0,0,2,2,3,2,0
28/04/2020,21,3,1,1,1,4,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,2,1,0,2,0,0,1,0,1,1,0,0
29/04/2020,21,3,2,0,2,3,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,3,3,0,0,0,1,0,0,0,0,0,0,3
30/04/2020,28,4,0,1,0,1,1,1,0,3,2,0,0,2,0,1,0,0,2,0,0,2,0,4,3,1,2,1,0,1,0,2,1,0,1
01/05/2020,37,5,4,3,0,1,0,0,0,1,0,1,1,0,1,2,4,1,3,0,1,1,2,1,7,0,1,1,0,1,4,0,0,0,1
02/05/2020,34,7,1,3,0,2,3,0,0,3,0,0,2,0,1,4,2,1,0,4,1,1,3,2,0,2,1,1,1,0,0,1,1,1,0
03/05/2020,17,3,1,2,1,1,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,1,0
04/05/2020,43,8,1,1,0,2,0,6,0,4,0,6,4,0,1,4,0,0,4,0,1,1,0,1,1,0,3,0,0,5,0,2,1,3,0
05/05/2020,41,9,0,7,1,1,1,2,0,1,0,2,1,0,0,0,3,1,0,1,1,1,1,4,1,0,3,3,0,1,3,4,0,4,3
06/05/2020,44,6,4,1,0,3,0,3,1,1,1,2,3,1,2,3,2,0,0,0,3,3,2,2,1,1,1,2,1,0,0,1,1,3,2
07/05/2020,44,5,1,1,1,1,4,0,0,0,5,2,1,2,1,2,1,0,1,0,1,2,0,0,6,0,5,1,4,1,0,2,2,0,2
08/05/2020,47,7,0,4,0,3,0,4,0,0,4,4,1,2,0,1,1,1,1,0,2,0,0,4,6,1,3,2,1,2,1,0,3,2,1
09/05/2020,35,4,1,3,0,2,2,0,0,2,0,1,1,3,2,4,1,2,0,0,0,1,1,3,0,0,0,0,0,0,2,3,1,1,3
10/05/2020,24,9,1,1,4,0,1,0,0,2,1,4,1,0,0,1,0,0,0,4,3,0,0,1,3,0,0,4,0,1,0,1,0,0,0
11/05/2020,20,4,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,6,2,0,0,1,0,1,1,0,0,0,0
12/05/2020,42,2,2,1,3,1,2,0,0,1,0,4,1,5,1,2,1,0,0,0,0,3,1,0,5,1,0,0,0,2,0,2,0,1,5
13/05/2020,30,5,5,1,0,0,2,0,0,3,2,2,2,1,1,1,0,0,2,0,0,1,1,1,0,0,2,0,0,1,0,1,2,2,2
14/05/2020,49,5,3,2,0,0,0,1,2,1,3,6,3,2,1,3,0,1,0,3,1,1,1,3,4,1,1,2,0,1,1,1,1,2,3
15/05/2020,41,5,3,0,3,2,1,0,0,2,2,0,1,0,2,0,4,1,1,5,2,0,0,2,1,0,3,1,2,1,0,1,0,3,3
16/05/2020,39,2,1,0,1,0,4,0,0,4,4,0,1,2,1,0,0,0,4,1,2,1,1,1,4,1,0,1,0,1,0,2,1,1,2
17/05/2020,37,6,2,2,2,1,0,2,0,0,1,2,1,0,0,3,2,0,3,4,1,3,0,1,2,1,1,1,1,1,0,0,1,2,3
18/05/2020,45,5,4,0,0,0,0,1,0,8,2,2,1,2,1,5,0,1,4,0,2,0,0,2,0,2,0,3,0,0,0,2,4,1,3
19/05/2020,53,7,1,6,1,3,1,2,0,2,2,1,2,1,0,1,2,2,1,3,1,0,1,5,2,2,1,0,1,2,0,6,2,1,5
20/05/2020,45,10,1,5,1,1,1,2,0,2,1,2,4,4,0,1,1,2,5,4,1,0,3,1,0,1,0,1,1,2,1,1,5,0,1
21/05/2020,49,9,5,0,0,2,1,2,0,3,4,1,2,5,1,1,1,0,0,4,0,1,5,5,1,0,1,0,0,2,2,2,4,2,1
22/05/2020,67,7,0,3,3,3,2,0,0,5,3,2,3,3,0,6,1,1,2,4,0,0,2,2,6,1,3,1,2,1,0,3,0,11,1
23/05/2020,48,8,5,2,0,1,0,2,0,3,4,2,2,2,3,3,1,2,1,0,1,0,0,4,0,1,5,0,0,3,1,3,0,3,2
24/05/2020,38,9,0,5,0,1,1,1,0,0,0,0,0,3,1,1,1,6,1,1,0,4,0,1,1,2,2,3,3,0,2,5,1,1,0
25/05/2020,43,14,0,5,0,0,0,1,0,2,0,4,0,2,2,4,2,5,1,2,0,4,2,4,1,0,4,1,2,1,1,1,3,1,2
26/05/2020,44,7,0,1,0,3,0,3,0,2,1,7,0,3,2,1,0,1,1,0,1,0,0,4,3,2,1,0,4,3,0,3,1,1,3
27/05/2020,47,3,1,2,4,1,0,0,0,0,3,1,3,1,1,2,0,1,3,2,0,1,0,2,3,4,1,0,1,1,1,2,1,4,4
28/05/2020,64,6,1,4,0,1,1,3,1,2,3,4,1,2,2,2,0,0,1,4,3,1,3,0,4,2,0,2,2,5,3,3,2,0,8
29/05/2020,60,4,5,2,1,2,7,2,0,3,0,2,1,3,2,4,0,3,1,0,0,0,0,2,3,0,1,4,2,4,0,0,3,3,4
30/05/2020,51,4,0,1,1,1,0,4,0,1,8,3,2,9,1,1,2,2,4,0,1,0,1,1,1,0,1,1,0,2,0,2,1,2,2
31/05/2020,55,13,3,4,2,1,2,2,0,4,6,2,2,3,2,2,0,0,3,2,0,1,0,3,4,2,1,1,0,3,2,5,0,1,5
01/06/2020,59,5,0,3,6,1,0,2,1,2,1,3,0,2,1,2,1,4,1,2,1,4,0,4,2,1,1,3,3,4,0,4,4,0,1
02/06/2020,49,13,2,1,0,2,2,2,0,2,1,2,1,1,0,4,3,7,3,2,3,2,0,0,0,1,5,4,0,7,1,2,1,1,0
03/06/2020,48,8,1,2,0,2,3,0,0,1,2,4,1,2,0,3,0,2,0,0,1,4,0,4,1,3,2,0,2,1,1,3,1,6,4
04/06/2020,44,8,2,2,0,1,2,2,1,0,2,2,2,0,2,2,0,3,2,1,2,0,2,1,2,2,1,5,0,2,1,4,0,0,4
05/06/2020,79,5,2,4,3,1,3,1,0,1,3,1,2,2,3,3,1,1,4,3,1,3,1,5,5,3,6,1,1,3,1,4,4,4,4
06/06/2020,40,3,0,0,2,2,0,0,0,0,2,2,1,0,0,4,1,1,0,4,4,3,1,1,3,0,1,0,1,1,3,2,0,2,2
07/06/2020,23,8,2,1,0,3,1,0,0,2,1,0,0,1,2,0,0,0,0,1,0,0,0,3,4,0,1,0,0,0,0,2,1,3,3
08/06/2020,36,7,1,0,1,0,1,2,0,4,5,2,1,3,2,3,0,2,1,1,1,0,0,1,1,0,2,1,0,2,0,2,0,2,2
09/06/2020,54,7,1,0,2,0,2,1,0,3,1,0,4,5,1,3,0,0,3,6,0,4,0,3,6,0,3,0,0,1,3,1,6,0,2
10/06/2020,48,6,2,2,0,2,2,1,1,2,5,4,2,2,1,3,4,5,0,4,0,1,0,2,1,0,0,0,0,1,0,1,3,2,1
11/06/2020,48,9,1,2,1,5,1,3,0,5,2,0,2,4,0,2,1,0,1,1,2,3,0,2,2,1,1,2,0,4,2,2,1,3,1
12/06/2020,55,6,2,2,1,1,2,1,0,0,1,3,3,2,2,1,3,0,1,1,1,8,0,10,1,0,1,3,0,1,4,3,0,2,1
13/06/2020,60,5,3,4,0,2,0,2,0,1,4,2,4,4,1,2,0,3,2,2,2,2,0,2,4,1,1,1,1,2,1,8,0,1,3
14/06/2020,43,7,0,0,0,1,5,2,1,1,2,1,2,2,0,1,0,0,0,3,0,0,0,1,2,3,4,4,0,2,0,9,2,1,1
