date,slight,serious,Barking and Dagenham collision,Barnet collision,Bexley collision,Brent collision,Bromley collision,Camden collision,City of London collision,Croydon collision,Ealing collision,Enfield collision,Greenwich collision,Hackney collision,Hammersmith and Fulham collision,Haringey collision,Harrow collision,Havering collision,Hillingdon collision,Hounslow collision,Islington collision,Kensington an Chelsea collision,Kingston upon thames collision,Lambeth collision,Lewisham collision,Merton collision,Newham collision,Redbridge collision,Richmond upon thames collision,Southwark collision,Sutton collision,Tower Hamlets collision,Waltham Forest collision,Wandsworth collision,Westminster collision
11/12/2018,83,14,2,6,1,4,9,4,0,0,6,6,3,2,2,2,2,2,1,2,4,3,1,5,3,1,3,4,0,2,2,3,2,3,7
12/12/2018,92,16,1,5,8,3,3,2,0,6,5,3,1,3,3,5,1,2,11,0,5,2,4,4,1,1,2,1,4,1,0,9,3,6,3
13/12/2018,87,17,1,2,2,6,0,4,1,2,5,5,6,4,3,2,3,3,0,7,0,4,1,3,3,1,0,3,5,4,3,2,4,6,9
14/12/2018,74,13,3,7,4,0,1,3,1,3,3,4,2,5,1,3,0,3,3,3,3,3,1,1,4,2,1,1,1,3,3,6,2,1,6
15/12/2018,97,7,7,1,0,2,7,2,2,3,9,5,2,4,0,1,0,3,2,6,2,5,2,7,1,4,3,8,4,3,2,3,1,1,2
16/12/2018,62,7,1,0,0,4,4,2,0,1,3,5,1,0,3,4,0,5,2,1,3,5,2,3,1,0,2,0,0,3,0,3,5,1,5
17/12/2018,74,10,1,3,0,3,1,2,0,4,10,0,3,2,0,11,2,3,2,2,2,0,2,1,6,0,2,4,2,1,3,3,1,2,6
18/12/2018,80,12,2,3,0,3,1,6,0,3,5,4,1,5,3,5,1,2,5,2,0,3,0,5,3,2,2,2,2,4,2,6,2,4,4
19/12/2018,74,7,1,5,3,2,3,2,0,5,6,3,7,0,2,1,1,7,2,0,0,3,1,3,2,3,7,0,0,2,1,2,1,2,4
20/12/2018,67,14,2,2,2,3,3,1,1,1,5,5,4,0,3,4,3,5,3,2,3,1,0,0,4,2,3,3,1,4,3,2,2,2,2
21/12/2018,79,13,2,1,0,6,1,1,1,3,3,2,8,4,3,4,1,4,3,1,2,1,0,4,7,0,5,8,1,2,1,0,4,6,3
22/12/2018,73,8,4,2,0,2,2,4,0,3,6,4,1,4,3,3,1,3,4,2,1,1,3,4,2,1,4,4,1,2,2,2,1,1,4
23/12/2018,54,7,0,2,1,2,5,3,0,3,2,3,0,2,1,2,2,1,0,0,2,3,0,4,3,0,2,2,1,3,1,2,1,3,5
24/12/2018,63,6,1,0,1,2,2,0,0,2,1,5,4,3,1,7,0,8,3,0,1,3,1,1,4,3,4,4,1,2,0,1,1,1,2
25/12/2018,28,9,1,2,0,1,0,2,0,1,3,1,0,0,3,0,1,0,2,0,0,0,0,2,1,0,1,3,0,2,0,2,0,3,6
26/12/2018,34,5,7,0,1,1,2,0,0,0,3,0,4,2,5,2,1,0,0,2,0,0,1,3,0,0,0,0,0,0,1,1,0,1,2
27/12/2018,57,3,0,1,0,3,1,5,0,1,1,5,3,3,0,1,1,0,0,4,0,1,0,3,2,1,0,6,0,2,3,5,3,0,5
28/12/2018,42,11,5,5,0,0,3,2,1,1,3,4,0,1,1,1,0,0,2,1,1,0,0,0,1,2,1,6,1,4,0,1,4,0,2
29/12/2018,45,10,0,0,1,3,6,2,0,1,2,1,1,0,2,4,1,0,1,0,0,2,0,3,5,2,5,2,1,0,0,5,0,2,3
30/12/2018,57,4,2,5,0,1,3,3,0,4,4,0,7,3,0,1,0,0,1,0,2,0,2,1,1,0,6,2,0,2,0,1,2,0,8
31/12/2018,62,11,0,4,0,4,2,0,0,6,2,11,3,3,3,0,2,1,2,1,2,3,2,2,0,1,3,2,0,0,1,7,3,0,3
01/01/2019,52,8,2,0,0,4,1,2,0,3,2,1,1,0,1,1,1,0,3,3,1,3,0,1,3,1,5,2,0,6,0,9,1,3,0
02/01/2019,48,4,4,1,5,1,2,2,1,3,2,2,2,2,2,0,1,0,0,4,1,1,1,4,0,1,2,0,0,0,0,1,1,5,1
03/01/2019,52,8,1,0,2,1,1,2,2,2,4,3,0,0,0,0,1,6,2,1,1,3,1,1,5,1,1,5,1,3,0,3,1,2,4
04/01/2019,49,7,0,4,2,2,3,3,1,2,2,5,2,0,0,0,1,1,0,1,3,3,0,4,1,0,1,1,0,3,1,1,1,1,7
05/01/2019,44,11,0,1,2,1,0,0,0,0,1,2,0,1,2,3,0,5,0,2,1,0,0,8,0,4,11,2,2,1,1,1,1,2,1
06/01/2019,32,4,1,0,0,2,0,0,0,3,0,3,3,1,1,0,1,1,2,2,0,1,0,2,2,0,1,1,0,1,1,1,0,3,3
07/01/2019,61,6,6,0,0,5,2,3,0,1,1,6,1,0,0,4,1,0,2,0,4,1,0,6,3,0,3,0,1,2,5,1,5,2,2
08/01/2019,56,13,2,2,0,7,0,1,1,2,2,4,2,1,3,5,0,2,3,1,5,1,1,3,3,0,3,3,0,1,0,3,1,2,5
09/01/2019,73,12,1,5,1,1,4,4,1,4,2,5,3,0,1,2,3,2,4,0,4,4,1,4,6,4,0,0,1,4,0,4,0,2,8
10/01/2019,74,18,3,4,1,2,7,5,4,8,3,3,2,1,2,3,4,1,1,1,2,3,0,3,1,0,1,5,3,1,1,6,3,3,5
11/01/2019,69,9,0,5,0,1,6,3,1,4,3,6,4,3,0,2,2,4,0,4,2,1,0,3,3,5,2,1,0,1,0,3,1,2,6
12/01/2019,56,9,3,2,1,4,4,2,1,0,5,1,0,3,4,0,1,3,3,2,2,0,2,2,2,0,4,2,1,1,0,3,0,3,4
13/01/2019,31,4,2,2,2,3,1,1,0,3,0,3,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,2,2,3,0,1,2,0,1
14/01/2019,47,13,0,9,1,4,4,1,0,2,4,2,0,0,1,0,0,3,0,2,4,1,0,3,8,2,1,1,1,1,1,1,0,0,3
15/01/2019,47,11,1,3,3,1,4,0,0,0,0,0,4,0,5,1,0,0,1,0,1,1,0,5,3,2,0,7,2,2,0,5,2,1,4
16/01/2019,71,13,0,7,1,3,0,4,3,3,4,4,3,8,2,1,2,3,2,3,2,2,0,1,4,2,1,2,1,5,0,1,2,2,6
17/01/2019,86,2,1,4,0,6,5,4,1,2,2,2,1,4,3,7,0,1,3,1,1,4,2,7,1,1,4,0,4,1,0,0,2,4,10
18/01/2019,79,10,1,2,1,5,1,5,0,7,5,1,1,6,1,2,1,4,0,1,3,1,3,5,5,0,4,1,2,3,7,3,0,6,2
19/01/2019,56,7,1,2,0,1,1,3,0,1,1,2,1,1,1,5,0,4,3,0,2,2,2,2,0,1,2,6,1,4,0,1,3,8,2
20/01/2019,54,10,1,2,1,1,5,2,0,1,2,4,2,1,2,3,1,0,4,2,2,2,0,2,2,0,2,2,2,1,1,2,5,2,5
21/01/2019,67,7,2,1,1,0,3,4,2,3,3,0,3,2,3,1,0,2,4,3,0,4,1,5,2,1,2,2,3,5,0,5,1,3,3
22/01/2019,88,8,3,7,0,8,4,4,2,1,1,2,0,4,3,1,0,3,3,3,6,1,0,1,10,2,0,3,1,7,3,3,3,2,5
23/01/2019,93,17,3,3,1,2,1,2,5,7,5,5,7,2,6,1,1,2,7,2,3,0,0,1,0,4,2,5,2,8,3,1,7,6,6
24/01/2019,78,6,2,6,0,2,1,2,2,10,1,3,2,0,2,5,2,1,3,1,2,5,0,6,3,1,0,4,1,5,0,5,3,2,2
25/01/2019,65,15,4,0,0,0,0,4,0,4,3,2,0,4,2,1,0,9,4,2,2,1,0,3,4,1,0,5,1,3,2,10,1,3,5
26/01/2019,67,7,2,1,0,2,0,5,0,1,0,2,7,2,0,9,1,5,1,1,2,1,0,4,2,2,1,3,0,4,2,9,1,1,3
27/01/2019,35,11,1,1,1,1,1,1,1,1,0,0,0,1,1,2,1,3,0,4,2,1,0,4,1,0,1,6,1,5,0,3,0,1,1
28/01/2019,79,16,1,5,3,2,6,3,1,1,3,4,1,9,1,4,0,1,3,4,2,5,0,4,2,2,8,0,1,2,3,8,2,4,0
29/01/2019,75,14,2,1,1,0,3,2,2,1,5,2,1,5,1,2,4,5,3,8,0,5,2,5,8,0,7,1,1,0,2,3,0,3,4
30/01/2019,85,15,4,1,2,1,6,1,1,4,3,5,5,2,2,7,2,4,1,1,3,1,0,4,2,2,1,9,2,5,2,2,1,2,12
31/01/2019,56,10,2,3,1,2,1,3,3,2,5,4,2,4,2,2,0,3,2,3,2,0,0,3,1,0,0,2,2,2,0,0,2,3,5
01/02/2019,74,14,1,3,3,2,1,4,1,3,5,3,2,1,3,1,0,1,0,0,2,1,1,12,6,2,4,2,2,4,1,3,2,3,9
02/02/2019,79,12,1,0,6,4,2,3,0,4,4,5,2,2,2,5,3,5,4,3,1,1,2,4,1,0,9,2,1,1,1,4,2,5,2
03/02/2019,86,14,1,5,0,1,3,6,0,1,7,1,2,4,1,4,1,2,2,1,2,2,1,13,1,4,1,10,1,6,7,3,2,0,5
04/02/2019,64,7,1,2,3,0,1,2,1,2,3,5,2,0,7,2,1,6,1,2,5,0,1,4,2,0,4,3,1,1,1,2,2,0,4
05/02/2019,69,14,1,1,0,3,5,5,1,6,2,1,5,2,3,1,3,4,1,3,4,3,1,5,1,3,3,1,2,2,3,2,4,0,2
06/02/2019,58,12,1,3,0,2,8,1,2,4,4,3,3,2,1,0,1,0,6,2,1,3,1,3,3,1,1,3,0,1,1,3,1,1,4
07/02/2019,51,9,2,0,0,2,0,2,1,1,1,1,3,3,4,3,0,0,3,3,2,1,2,1,3,3,2,0,2,1,1,2,3,2,6
08/02/2019,70,8,0,4,1,2,1,3,0,1,4,5,2,3,4,1,3,2,0,0,1,1,0,2,5,2,3,4,0,5,1,6,3,3,6
09/02/2019,67,13,2,0,4,1,3,3,0,1,4,2,5,3,2,1,0,0,4,0,2,3,2,6,2,1,3,0,0,1,4,5,3,3,10
10/02/2019,67,5,0,3,2,1,1,0,0,2,3,7,11,2,1,4,2,4,4,2,4,0,0,2,0,0,3,4,0,2,0,1,0,2,5
11/02/2019,58,11,2,5,0,2,4,2,0,1,4,5,2,2,2,0,2,3,3,2,1,0,2,0,2,1,0,2,2,1,1,2,1,6,7
12/02/2019,53,10,0,4,1,5,1,2,1,4,4,5,2,2,2,3,0,0,3,1,0,2,2,2,0,0,1,7,0,2,2,3,0,0,2
13/02/2019,68,14,4,2,1,0,4,3,1,2,2,5,4,0,5,1,2,5,2,1,2,5,2,3,4,3,1,0,0,1,0,5,2,3,7
14/02/2019,96,12,0,1,3,9,4,4,0,7,1,1,2,4,3,7,0,1,1,7,2,3,4,1,6,5,1,3,0,6,4,4,2,7,5
15/02/2019,76,12,3,5,0,2,5,2,0,1,5,1,4,3,1,1,0,2,1,2,2,4,0,3,5,1,5,5,1,5,2,3,7,1,6
16/02/2019,68,4,4,2,0,1,0,1,0,5,4,1,7,3,4,0,0,4,3,2,0,2,2,4,1,1,7,2,0,2,0,4,1,2,3
17/02/2019,63,8,2,4,1,4,2,1,0,2,2,2,1,5,0,4,0,0,1,2,1,2,2,4,0,0,9,3,0,3,0,1,2,4,7
18/02/2019,77,6,5,1,0,1,0,0,0,3,10,3,3,5,1,3,1,2,0,5,1,2,3,8,0,1,0,3,1,2,0,4,0,8,7
19/02/2019,76,14,4,5,1,2,2,5,4,3,4,2,4,3,0,1,2,1,3,1,2,3,2,1,3,1,6,4,0,2,0,7,6,2,4
20/02/2019,74,4,4,1,2,2,3,1,3,8,7,3,4,4,0,2,1,1,0,3,3,3,0,3,1,2,4,1,0,1,1,5,1,2,2
21/02/2019,64,17,0,0,0,2,2,1,0,1,4,2,3,4,1,6,3,4,5,2,3,5,2,6,4,0,4,1,1,0,2,2,0,2,9
22/02/2019,67,13,1,2,2,0,3,0,1,5,0,4,1,2,7,4,1,1,1,3,1,5,3,5,3,1,0,0,1,3,4,5,1,2,8
23/02/2019,69,16,1,3,0,7,4,4,0,3,0,2,7,3,1,0,1,3,6,1,4,1,1,3,3,1,2,0,0,3,1,10,2,5,3
24/02/2019,62,13,0,2,0,1,3,0,0,2,13,1,3,4,3,1,1,0,0,0,4,3,0,6,2,3,3,1,1,5,2,2,4,2,3
25/02/2019,73,13,1,6,3,1,1,1,1,1,4,3,6,3,3,2,0,2,5,2,2,4,1,2,2,3,3,2,3,1,3,3,6,4,2
26/02/2019,75,13,2,2,0,3,1,4,2,4,3,3,5,1,2,1,2,6,5,1,4,3,1,3,3,0,5,3,2,3,3,0,1,3,7
27/02/2019,75,12,2,1,3,1,3,1,1,5,2,2,1,6,2,5,2,1,1,6,2,3,4,6,5,1,1,2,0,1,3,2,0,7,5
28/02/2019,64,8,0,4,0,1,0,0,4,1,2,2,4,4,2,2,5,1,2,2,1,2,1,2,4,1,7,0,2,4,1,4,2,1,4
01/03/2019,54,11,1,1,3,1,0,3,1,1,1,6,2,1,1,4,0,0,0,4,1,3,0,3,0,3,4,8,3,1,0,3,2,2,2
02/03/2019,73,8,1,3,5,0,6,6,1,3,0,2,1,4,0,1,0,1,5,2,1,0,0,8,2,1,4,1,2,7,1,4,5,2,2
03/03/2019,42,12,3,4,0,1,0,2,1,2,5,3,0,1,5,0,0,0,1,4,0,2,1,2,2,0,1,5,0,0,1,2,0,1,5
04/03/2019,66,14,6,0,1,1,1,3,1,3,2,4,2,2,2,1,1,2,5,4,2,2,2,5,2,4,0,2,1,7,1,1,0,2,8
05/03/2019,69,16,3,5,2,4,0,3,1,2,1,3,4,6,2,1,4,6,3,1,1,3,0,7,1,1,1,0,0,3,2,5,3,2,5
06/03/2019,72,12,3,6,4,4,2,1,1,2,1,5,2,7,0,5,3,3,2,3,1,1,1,3,2,2,1,3,0,4,5,3,0,2,2
07/03/2019,68,12,2,3,0,1,3,3,0,5,2,3,0,2,2,3,1,1,2,2,1,3,0,4,2,2,4,4,5,2,1,3,3,4,7
08/03/2019,81,11,1,2,3,4,5,5,2,2,6,3,0,5,1,1,3,4,5,3,2,3,3,2,2,0,1,4,0,5,3,6,3,1,2
09/03/2019,52,15,3,2,2,5,0,2,0,3,2,3,1,2,0,8,0,2,3,0,0,0,1,3,3,2,0,1,1,2,0,5,2,3,6
10/03/2019,44,5,0,2,0,2,1,0,0,3,1,3,1,5,0,2,2,0,2,2,3,1,0,1,1,2,2,0,2,3,0,1,0,0,7
11/03/2019,73,6,1,3,0,3,2,1,0,6,3,3,3,1,3,2,2,1,9,1,3,2,2,5,2,1,1,2,2,3,3,4,1,2,2
12/03/2019,77,11,1,1,1,5,2,4,1,1,1,5,3,1,4,5,5,3,1,0,2,6,0,2,2,1,3,5,0,4,4,9,1,1,4
13/03/2019,70,8,1,2,4,0,2,2,0,1,2,6,0,3,1,1,0,4,5,6,1,3,1,0,3,1,4,0,1,4,4,2,3,0,11
14/03/2019,61,9,2,2,1,1,1,1,0,1,7,3,2,1,1,4,3,0,2,0,0,4,0,2,2,1,4,1,1,3,1,3,6,5,5
15/03/2019,80,9,2,1,2,2,3,3,1,7,1,5,3,4,1,3,0,1,9,3,4,1,1,4,1,1,11,1,0,3,3,6,0,1,1
16/03/2019,57,6,0,3,2,1,1,1,0,2,5,2,2,4,1,2,1,2,2,2,3,0,0,5,2,1,2,6,0,1,0,3,4,0,3
17/03/2019,63,9,2,4,2,1,3,1,0,6,5,9,4,1,1,2,0,0,2,4,1,1,0,1,3,1,1,2,0,8,2,2,2,1,0
18/03/2019,57,13,0,3,1,2,3,0,1,2,4,1,1,0,6,2,3,4,5,1,1,1,2,0,1,0,6,0,1,2,0,0,2,7,8
19/03/2019,49,12,2,3,1,1,2,3,0,3,7,0,3,1,0,2,0,3,1,0,2,1,0,0,2,3,1,0,1,8,1,3,1,5,1
20/03/2019,72,14,1,3,0,5,2,4,0,2,2,4,3,3,0,1,0,2,2,3,1,2,1,4,3,3,3,1,1,3,5,8,2,5,7
21/03/2019,58,11,6,2,0,5,5,1,0,3,2,0,2,1,1,3,4,1,3,0,3,3,1,1,1,1,3,0,3,4,1,1,2,3,3
22/03/2019,65,11,0,0,0,5,2,5,0,1,2,4,3,1,2,2,1,1,0,4,0,4,0,2,3,2,4,4,1,2,1,2,6,6,6
23/03/2019,74,10,0,12,0,1,2,4,0,4,5,1,2,1,1,3,1,0,1,3,1,0,0,2,7,0,7,1,2,3,2,4,2,3,9
24/03/2019,56,7,3,2,0,5,1,4,1,0,0,4,3,4,1,1,0,0,1,1,0,4,1,4,0,3,6,1,0,4,1,4,1,2,1
25/03/2019,73,11,2,4,1,1,2,1,0,2,4,5,0,1,4,4,3,3,5,3,4,2,1,1,3,1,3,2,1,6,0,2,1,7,5
26/03/2019,75,15,1,5,0,3,2,4,0,2,6,4,3,4,1,0,3,2,0,3,3,1,1,6,1,1,1,4,2,11,1,1,6,4,4
27/03/2019,57,9,2,1,0,3,1,4,1,4,1,6,2,1,2,0,1,1,2,8,6,0,1,5,0,0,2,2,0,2,1,1,2,1,3
28/03/2019,59,8,1,1,1,2,1,5,2,2,3,2,0,5,2,4,2,0,0,0,5,0,0,0,1,0,3,5,1,3,3,4,2,1,6
29/03/2019,99,21,3,6,6,3,5,5,3,9,3,5,1,5,0,2,2,10,10,2,2,1,3,4,3,2,5,2,1,0,3,1,2,2,9
30/03/2019,81,13,0,4,0,1,3,2,1,3,4,5,0,3,1,8,0,0,2,2,0,0,2,7,6,0,8,5,1,8,1,4,4,2,7
31/03/2019,73,12,1,1,3,1,2,1,1,10,3,4,1,0,2,6,4,0,2,0,0,2,0,7,2,0,1,3,3,6,0,6,2,5,6
01/04/2019,87,10,0,2,1,9,0,2,1,0,2,5,2,1,1,5,8,6,3,4,6,2,2,3,0,1,5,5,2,4,1,5,2,3,4
02/04/2019,85,5,0,1,1,3,1,4,0,1,5,3,0,2,2,7,2,4,4,4,0,3,2,7,3,0,4,4,6,4,2,4,2,1,4
03/04/2019,74,10,2,2,1,3,2,2,4,6,5,0,1,6,1,4,0,1,4,3,3,2,2,3,2,0,3,2,0,4,5,4,0,1,6
04/04/2019,83,10,1,2,1,4,2,3,0,6,4,4,2,5,4,4,3,1,3,2,5,4,0,2,3,4,2,0,0,6,2,6,3,2,3
05/04/2019,65,9,0,2,1,4,5,2,1,3,4,4,3,1,1,2,3,0,1,1,4,2,1,4,3,4,2,1,1,1,1,3,0,5,4
06/04/2019,55,6,0,0,5,1,2,0,0,1,4,1,4,4,0,1,4,0,4,3,2,4,0,0,8,1,1,1,0,1,0,2,2,1,4
07/04/2019,66,6,3,1,4,2,0,0,0,1,1,1,1,10,1,2,4,4,2,1,4,0,0,3,3,0,0,4,0,4,0,5,2,1,8
08/04/2019,48,4,2,1,0,1,0,5,0,4,1,2,0,2,3,2,2,5,2,1,2,1,3,2,0,2,2,0,0,0,0,4,1,2,0
09/04/2019,41,13,0,2,1,1,4,0,0,2,2,0,1,1,1,2,1,1,2,1,4,3,0,2,0,3,0,3,1,4,0,4,3,2,3
10/04/2019,78,12,4,6,2,5,8,1,1,3,3,3,0,2,2,7,0,2,1,2,2,2,1,3,5,1,7,1,0,4,1,1,0,5,5
11/04/2019,56,6,2,2,0,0,2,4,2,1,2,2,1,4,2,1,1,2,2,7,1,3,0,3,2,1,2,2,1,2,0,4,0,3,1
12/04/2019,63,7,1,2,6,2,1,2,0,5,4,3,1,2,2,0,1,1,3,1,0,5,0,9,1,1,1,1,3,2,0,3,1,3,3
13/04/2019,61,15,4,2,1,1,2,4,0,3,2,1,6,3,2,2,2,6,0,0,2,1,2,2,3,3,9,3,1,0,1,2,1,1,4
14/04/2019,58,9,5,2,2,1,3,1,0,0,5,2,0,3,1,0,0,3,0,3,2,3,0,2,3,9,2,2,0,4,1,5,0,3,0
15/04/2019,57,7,2,0,3,2,4,2,1,2,3,3,0,3,3,0,1,1,0,0,1,1,2,4,0,3,1,6,0,0,1,5,1,4,5
16/04/2019,52,14,3,1,1,0,2,0,0,2,5,2,2,5,4,4,2,1,2,2,2,4,0,0,4,2,1,1,0,0,0,3,2,3,6
17/04/2019,53,10,2,4,0,2,0,3,1,5,2,2,2,3,4,2,2,2,5,0,0,1,2,0,2,3,0,2,0,1,0,4,2,2,3
18/04/2019,68,9,4,8,1,1,3,6,0,2,3,0,0,4,1,4,1,0,2,3,2,3,0,5,1,1,4,2,2,3,0,1,0,2,8
19/04/2019,48,10,1,1,1,2,3,0,0,5,0,2,3,2,0,4,2,2,4,0,4,3,0,2,5,0,0,1,1,4,0,1,3,1,1
20/04/2019,77,12,6,0,1,3,2,2,0,4,3,5,3,4,1,7,1,1,6,0,2,8,1,3,3,1,2,1,0,5,6,1,4,1,2
21/04/2019,52,9,1,3,2,4,0,2,1,0,3,2,0,5,3,5,1,2,2,2,1,0,0,0,0,0,4,2,1,2,1,3,3,6,0
22/04/2019,42,5,0,1,0,2,2,0,0,2,4,0,0,1,2,4,1,2,2,2,0,0,1,2,4,0,2,0,0,2,0,6,1,1,3
23/04/2019,61,5,3,0,3,2,1,2,0,3,4,3,3,2,1,6,0,4,0,0,5,2,1,5,1,1,2,1,2,1,0,2,3,0,3
24/04/2019,73,13,1,3,0,1,3,2,4,4,2,3,1,2,3,4,0,1,0,2,6,1,1,5,1,2,6,2,2,6,3,3,3,4,5
25/04/2019,73,9,2,2,1,7,3,2,0,9,7,1,3,3,1,1,4,2,1,0,0,3,0,0,0,1,1,6,3,2,1,0,5,4,7
26/04/2019,81,15,2,1,2,3,1,3,0,3,3,10,2,4,0,5,1,1,2,1,7,2,2,6,3,3,6,2,1,5,3,5,1,4,2
27/04/2019,60,6,1,1,0,1,0,2,2,4,1,1,1,4,4,1,2,0,1,2,2,2,0,4,4,0,3,4,0,1,3,1,6,3,5
28/04/2019,48,6,0,0,1,3,1,4,0,1,3,3,0,1,0,0,1,1,0,3,1,2,0,0,3,4,8,1,1,2,1,4,0,4,1
29/04/2019,72,11,8,1,1,4,1,3,2,7,2,3,4,2,3,3,0,4,0,1,3,1,0,1,4,0,3,3,0,4,4,0,3,3,5
30/04/2019,74,9,4,2,1,4,1,3,2,2,2,8,4,3,2,5,1,2,1,5,2,0,2,4,3,1,0,3,1,4,0,5,0,4,2
01/05/2019,72,8,3,1,1,1,3,4,1,5,1,1,0,5,3,0,0,0,2,10,3,0,4,2,4,3,2,2,1,8,0,4,1,1,4
02/05/2019,71,13,2,3,0,0,1,7,0,5,4,3,3,1,2,2,4,2,4,3,2,3,0,0,4,2,8,2,0,4,0,4,1,5,3
03/05/2019,77,14,0,2,2,3,4,2,0,7,0,1,2,2,3,8,4,0,1,0,5,2,5,4,4,2,3,0,0,4,0,11,2,4,4
04/05/2019,78,16,0,7,1,5,0,2,0,9,5,1,7,3,1,3,1,2,0,1,2,3,0,3,2,3,3,4,2,6,0,2,4,7,5
05/05/2019,81,8,3,4,2,3,4,5,1,5,3,1,4,1,2,2,1,0,2,6,3,1,1,1,3,0,3,8,2,2,5,2,3,3,3
06/05/2019,52,5,0,2,1,3,2,0,0,3,0,1,2,4,0,0,2,5,2,2,5,0,0,4,5,2,0,3,0,2,0,2,2,1,2
07/05/2019,92,14,2,1,2,1,4,2,5,3,4,6,0,1,3,6,3,2,5,3,1,5,2,4,3,0,9,2,0,4,2,7,5,7,2
08/05/2019,56,10,0,1,1,0,4,2,0,4,2,5,0,1,2,0,0,1,1,1,4,1,0,0,3,1,4,1,2,4,6,3,1,2,9
09/05/2019,77,7,2,7,3,1,0,0,2,3,2,4,1,1,2,2,4,4,3,2,3,4,0,2,3,2,6,1,0,4,2,4,2,4,4
10/05/2019,73,10,1,4,0,1,1,3,1,2,5,9,5,3,4,2,3,0,1,2,5,1,0,0,6,1,3,2,0,5,0,5,0,1,7
11/05/2019,75,12,0,7,3,3,1,2,1,0,2,9,0,1,3,3,1,4,5,5,2,4,1,3,0,1,5,2,0,1,1,5,1,6,5
12/05/2019,70,12,4,4,4,3,4,4,0,3,0,5,3,1,4,3,1,1,5,2,2,2,0,4,1,1,0,4,2,1,0,9,2,0,3
13/05/2019,96,7,4,4,0,4,3,5,1,5,2,7,2,0,3,3,4,1,8,0,3,4,3,3,1,0,1,1,1,5,2,6,3,5,9
14/05/2019,67,8,1,2,2,1,0,1,1,4,3,2,2,1,3,2,4,3,3,6,2,0,1,2,3,0,0,5,4,2,1,3,2,2,7
15/05/2019,79,14,0,3,0,9,2,9,2,2,2,1,7,2,6,2,0,1,1,4,2,3,2,0,1,4,4,3,0,6,2,4,0,2,7
16/05/2019,90,21,1,5,2,4,5,4,2,4,4,2,3,2,4,3,1,4,4,4,3,8,2,5,4,1,3,3,2,6,3,4,3,4,2
17/05/2019,66,5,1,3,1,5,1,0,0,0,2,5,2,4,1,8,1,2,2,0,3,3,0,0,1,2,1,2,0,2,2,4,5,4,4
18/05/2019,76,15,3,3,3,0,1,7,0,8,0,4,1,4,0,3,1,5,2,4,1,3,4,3,3,4,8,1,2,2,0,3,2,6,0
19/05/2019,52,9,4,7,2,1,2,0,0,3,3,1,3,4,2,2,1,1,1,1,2,3,0,3,1,1,1,3,0,0,1,2,4,0,2
20/05/2019,65,11,3,6,3,4,7,3,4,1,2,0,3,1,1,0,3,1,1,3,1,0,0,3,5,0,5,1,3,2,0,2,0,4,4
21/05/2019,79,14,3,5,0,2,1,3,1,6,4,2,1,1,4,0,5,1,3,0,1,0,2,3,4,5,5,0,2,2,8,5,1,9,4
22/05/2019,83,19,5,2,2,4,2,5,1,4,1,3,3,2,4,1,0,2,2,6,1,4,6,3,4,2,10,3,0,1,5,3,1,3,7
23/05/2019,90,17,4,7,1,6,1,4,1,1,1,1,2,5,5,4,0,2,1,5,2,1,1,4,2,1,5,3,3,7,6,6,4,5,6
24/05/2019,102,12,0,0,2,12,0,6,3,0,3,8,2,3,3,4,1,3,6,5,1,2,2,6,10,1,4,1,1,7,2,4,2,4,6
25/05/2019,50,9,0,2,0,1,5,1,0,1,1,3,1,1,0,10,4,1,1,0,1,0,5,3,2,0,1,3,2,2,2,2,2,0,2
26/05/2019,56,6,9,1,0,1,2,2,0,1,1,0,0,2,1,1,2,0,0,2,4,2,0,2,1,4,11,1,3,2,0,2,3,1,1
27/05/2019,46,6,1,2,1,3,0,2,0,4,4,0,2,1,0,3,0,1,0,1,3,0,0,3,2,0,2,1,1,3,1,1,1,4,5
28/05/2019,49,4,1,0,3,0,1,1,0,0,0,7,0,2,4,3,0,0,0,3,0,3,1,3,0,3,2,3,0,2,0,2,0,2,7
29/05/2019,67,10,0,2,2,3,1,4,1,2,5,7,4,3,2,2,0,2,0,1,4,2,0,3,1,0,0,12,1,3,0,2,0,4,4
30/05/2019,65,11,0,6,0,2,2,1,3,1,5,3,1,7,1,2,0,4,2,4,3,1,0,5,2,0,2,1,1,3,3,4,1,1,5
31/05/2019,57,8,1,1,1,0,1,1,4,1,3,2,1,4,3,4,3,0,1,2,0,0,0,3,0,0,6,2,2,1,0,6,1,4,7
01/06/2019,76,11,3,2,2,5,0,4,0,4,0,6,2,6,2,3,0,2,1,3,2,4,2,4,1,1,9,6,0,8,0,1,1,1,2
02/06/2019,52,9,0,2,0,6,2,1,1,7,3,4,1,3,0,1,0,2,3,1,0,0,2,3,1,2,2,0,0,3,3,2,0,2,4
03/06/2019,75,14,1,2,4,4,5,2,0,6,3,5,0,4,4,2,1,0,0,2,3,1,2,4,2,2,0,5,2,4,0,6,1,6,6
04/06/2019,109,9,5,4,2,5,2,3,3,3,4,0,8,5,2,2,1,1,0,4,0,2,1,6,1,5,12,3,4,12,1,4,3,5,5
05/06/2019,62,12,1,3,2,2,0,2,1,2,1,1,9,5,0,4,2,5,0,3,2,2,2,3,3,0,0,0,0,6,2,0,1,3,7
06/06/2019,84,9,7,2,0,5,2,6,0,1,1,0,4,4,0,1,1,4,3,4,4,0,2,6,4,3,6,1,5,4,1,3,3,3,3
