date,slight,serious,barking and dagenham collision,barnet collision,bexley collision,brent collision,bromley collision,camden collision,city of london collision,croydon collision,ealing collision,enfield collision,greenwich collision,hackney collision,hammersmith and fulham collision,haringey collision,harrow collision,havering collision,hillingdon collision,hounslow collision,islington collision,kensington an chelsea collision,kingston upon thames collision,lambeth collision,lewisham collision,merton collision,newham collision,redbridge collision,richmond upon thames collision,southwark collision,sutton collision,tower hamlets collision,waltham forest collision,wandsworth collision,westminster collision,all counted vehicles,barking and dagenham,barnet,bexley,brent,bromley,camden,city of london,croydon,ealing,enfield,greenwich,hackney,hammersmith and fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington and chelsea,kingston upon thames,lambeth,lewisham,merton,newham,redbridge,richmond upon thames,southwark,sutton,tower hamlets,waltham forest,wandsworth,westminster
17/06/2019,62,6,1,4,0,5,1,2,1,3,6,4,0,1,1,8,2,2,1,0,3,1,0,2,1,0,0,1,1,6,0,3,2,1,5,30321,0,0,0,13068,0,0,0,0,247,0,507,0,0,0,0,737,0,483,0,0,4970,0,7824,0,0,0,0,2485,0,0,0,0,0
18/06/2019,90,9,0,5,1,7,1,6,0,0,7,2,5,5,3,2,2,2,6,8,2,0,1,8,2,1,4,2,2,2,0,4,1,3,5,272003,0,0,0,448,0,0,0,21415,0,81068,0,0,0,0,0,108176,408,0,0,52453,2396,0,706,0,4933,0,0,0,0,0,0,0,0
19/06/2019,77,10,2,1,2,5,2,3,2,2,4,2,2,3,1,0,3,3,2,0,5,4,0,4,2,0,2,0,1,5,1,6,1,7,10,36698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,10506,0,0,10799,0,0,88,0,0,0,0,0,0,0,0,9090,5897
20/06/2019,76,18,0,1,4,1,2,0,1,8,4,7,3,4,1,5,1,2,3,3,4,3,0,1,4,1,3,3,2,3,0,3,5,4,8,99292,0,46257,847,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,2101,0,0,0,15248,760,0,0,0,18479,0,0,0
21/06/2019,80,15,3,6,2,3,1,3,0,5,5,1,2,0,1,7,2,5,4,1,2,3,0,7,1,2,6,0,5,5,2,2,0,4,5,54808,0,0,0,0,13343,0,0,0,1693,0,0,0,10608,0,0,0,1028,0,0,0,528,0,0,0,3178,0,0,0,12389,0,0,12041,0
24/06/2019,75,18,3,4,0,10,3,2,3,1,2,7,3,1,1,4,1,1,3,6,1,1,2,3,3,0,4,2,0,3,1,7,0,5,6,46424,0,16616,0,0,3569,0,0,0,0,0,339,0,0,0,0,1177,3648,0,7734,0,0,0,0,0,0,0,12697,0,0,0,0,0,644
25/06/2019,71,7,1,4,3,2,1,0,1,4,2,3,1,3,5,3,0,7,2,5,3,1,0,4,3,2,2,2,0,5,2,2,1,1,3,157139,0,0,24625,0,739,0,0,10009,387,0,0,0,0,0,0,0,0,0,0,0,91966,0,5679,0,2596,0,0,7249,13889,0,0,0,0
26/06/2019,61,6,0,4,4,0,1,2,2,4,3,4,3,3,2,2,2,0,2,1,1,3,1,3,2,0,2,2,0,3,4,1,2,1,3,21837,0,1000,267,0,0,6387,0,0,0,4292,0,0,0,0,0,0,0,0,0,2333,0,0,6135,0,0,0,0,0,0,0,1423,0,0
27/06/2019,81,16,2,5,2,1,2,6,0,2,11,3,0,4,2,4,1,0,4,0,6,1,1,2,1,1,6,2,1,8,0,4,5,5,5,173071,0,0,0,548,0,0,0,0,10994,0,3292,0,0,0,0,0,182,0,0,0,134794,0,0,2045,0,0,0,0,6678,0,0,14538,0
28/06/2019,94,12,1,2,1,7,5,5,0,4,2,4,6,9,5,3,2,2,0,3,2,5,0,4,3,0,2,2,0,3,2,7,4,6,5,75445,0,0,547,0,0,0,0,0,12213,0,25693,0,0,0,0,0,0,0,0,0,0,0,11644,0,24217,0,657,0,0,0,474,0,0
01/07/2019,81,18,4,4,1,7,0,2,3,7,9,7,1,2,3,3,1,2,1,5,2,1,0,2,1,1,8,1,2,1,0,3,0,3,12,72923,0,43610,0,0,2428,0,0,511,0,0,0,0,0,0,0,0,4262,0,0,0,0,8522,941,0,0,12649,0,0,0,0,0,0,0
02/07/2019,74,10,3,7,2,5,1,1,1,1,4,3,1,5,0,5,1,1,0,2,3,2,1,6,4,2,0,3,2,4,2,3,0,3,6,335490,0,58088,0,0,1887,8067,0,2734,82596,0,25115,0,0,0,0,0,4783,0,0,0,0,0,0,0,84400,0,0,0,195,48293,12333,6999,0
03/07/2019,75,13,1,0,0,7,2,3,1,5,2,2,0,2,2,3,0,5,3,3,3,3,0,6,5,5,2,2,1,3,0,1,3,5,8,237694,11231,27269,0,0,0,7839,0,0,0,0,0,11267,0,0,0,3305,0,67461,0,0,0,0,0,0,85211,0,9845,356,0,0,13910,0,0
04/07/2019,72,15,1,3,2,2,3,4,1,5,3,2,2,3,2,4,5,1,0,0,3,1,0,2,2,3,3,3,5,7,1,0,3,5,6,229252,0,0,13505,0,10388,0,0,0,101595,38377,1197,0,0,0,12755,0,0,40391,0,0,1616,0,9012,0,0,416,0,0,0,0,0,0,0
05/07/2019,107,17,21,5,0,3,1,6,1,0,3,7,2,3,3,2,1,0,2,4,1,6,1,5,7,4,1,3,1,8,1,7,7,3,5,148609,0,0,0,0,0,29650,0,0,0,0,0,0,0,0,2213,0,2675,2796,0,4679,94316,4863,0,0,0,0,0,0,0,0,0,7417,0
08/07/2019,88,10,3,4,1,0,1,1,1,2,13,10,1,0,3,0,1,1,2,4,4,6,2,6,2,1,6,6,0,1,1,4,5,2,4,96856,0,711,1695,0,0,0,0,0,0,0,57437,0,0,6597,12581,0,0,0,9823,0,6129,0,77,0,0,0,0,0,0,0,1806,0,0
09/07/2019,69,10,3,2,3,2,3,2,1,5,4,3,1,3,4,0,1,0,0,2,1,1,1,4,1,1,5,4,0,3,5,3,1,6,4,385369,0,0,0,0,0,0,0,0,0,0,14803,0,0,2242,0,0,199434,0,0,0,1931,0,0,0,0,49787,23200,0,0,66064,0,0,27908
10/07/2019,72,16,2,4,0,0,1,4,2,3,1,9,1,1,4,1,2,0,2,4,2,0,0,5,1,1,2,1,2,10,0,4,4,6,9,59860,0,0,0,6177,11963,0,0,10617,0,9865,0,0,0,0,0,4493,0,0,0,0,0,7186,0,0,0,0,6639,0,0,0,1178,0,1742
11/07/2019,73,12,0,4,3,3,3,1,0,1,2,2,2,3,2,6,2,0,3,6,4,1,0,3,5,3,1,3,1,6,3,1,0,5,6,103841,0,0,0,0,882,0,0,0,0,0,1751,0,0,0,476,31669,265,57437,5911,0,0,0,4883,0,0,0,0,0,0,0,0,0,567
12/07/2019,93,17,2,3,6,5,5,3,2,3,3,8,2,4,1,1,2,3,7,7,2,4,2,10,1,1,5,2,0,2,0,5,1,0,8,116964,0,14012,0,0,1010,971,0,5019,1142,3065,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,14672,76643,0,0,0
15/07/2019,97,9,0,6,4,7,4,3,1,1,3,3,2,4,3,3,1,6,4,3,2,0,5,2,8,4,0,4,4,3,0,9,0,2,5,21888,0,543,0,0,1067,0,0,0,0,0,0,0,0,10846,0,8461,0,0,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0
16/07/2019,68,8,2,3,1,6,3,2,0,3,1,2,4,3,1,5,1,3,0,1,3,1,3,1,2,2,0,4,0,4,1,2,4,3,5,128330,0,0,0,0,12886,0,3607,0,0,0,0,0,0,0,0,0,107488,0,0,0,0,0,0,0,0,0,4132,0,0,217,0,0,0
17/07/2019,82,17,5,6,2,5,2,2,2,3,2,4,4,4,4,1,0,2,4,5,5,3,2,2,6,2,1,1,0,5,0,6,2,3,4,74996,0,47343,0,0,14066,0,0,0,0,0,0,0,0,0,0,4513,0,0,0,9074,0,0,0,0,0,0,0,0,0,0,0,0,0
18/07/2019,67,9,3,7,0,2,2,4,1,3,1,4,0,0,2,3,0,4,3,3,1,2,0,1,1,0,3,1,4,5,1,4,1,6,4,22569,814,0,0,0,4447,0,0,0,1538,0,0,0,0,730,0,477,2336,0,341,0,4459,0,0,599,0,0,0,0,0,6512,316,0,0
19/07/2019,86,6,2,1,1,6,1,2,0,7,8,4,3,1,6,3,0,0,6,1,3,2,0,1,1,1,10,1,0,6,2,3,3,2,5,41101,954,0,0,0,0,13540,0,2007,13086,0,0,0,0,10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0
04/09/2019,86,11,0,2,3,2,4,7,3,2,0,5,3,2,2,6,0,0,0,7,2,3,0,4,1,0,10,2,2,4,4,4,3,3,7,19019,0,0,214,0,0,3475,0,6546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784,0
05/09/2019,71,11,0,3,2,5,1,3,0,4,0,1,3,2,1,5,1,2,1,3,2,1,4,7,1,1,4,4,2,5,0,3,4,2,5,149320,0,0,0,0,0,0,0,0,66848,0,0,0,0,0,0,0,0,0,0,0,1670,7328,0,0,0,0,0,0,0,29255,0,0,44219
06/09/2019,72,13,2,5,6,4,1,1,0,4,5,1,5,2,3,2,2,3,3,4,0,1,1,2,3,2,3,0,0,2,1,6,1,3,7,42178,0,6965,0,0,362,0,10283,0,0,0,0,0,0,0,0,0,105,13502,0,3245,0,0,0,0,0,0,0,7716,0,0,0,0,0
09/09/2019,80,9,5,2,8,1,2,5,1,2,5,1,0,2,2,1,1,1,5,3,4,2,1,6,3,2,1,3,1,3,4,4,2,2,4,53485,0,2131,6999,0,0,0,0,0,0,0,12185,0,0,0,976,0,17425,599,0,0,0,3394,0,0,9461,0,0,0,0,0,0,0,315
10/09/2019,71,12,3,2,2,3,1,1,1,4,5,3,4,5,3,3,3,3,5,2,3,1,1,4,1,2,3,0,2,1,1,1,3,4,3,84022,0,0,0,0,0,0,0,0,0,0,0,7420,0,0,0,1574,35257,9422,0,0,0,0,0,0,0,0,0,0,1474,0,0,0,28875
11/09/2019,65,11,0,3,1,1,2,5,0,2,3,2,1,3,2,10,1,1,2,5,1,0,1,2,1,2,3,1,0,2,0,10,2,5,2,168183,83870,1063,0,0,148,0,0,9367,0,0,0,481,0,9765,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,11693,7552,43992
12/09/2019,83,8,1,1,2,5,3,2,0,3,5,1,2,2,1,5,3,1,1,3,0,2,1,6,4,1,7,3,3,5,3,6,2,2,5,39954,0,10496,0,791,0,0,0,114,0,981,0,0,0,0,0,0,0,0,0,0,0,0,13809,0,0,0,3747,0,0,0,0,0,10016
13/09/2019,84,13,4,1,3,9,1,3,3,2,5,4,2,3,2,3,3,0,4,1,2,2,0,3,5,2,4,1,2,1,1,3,3,6,9,103051,0,9861,0,0,6160,0,0,0,0,52475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441,0,11360,0,15922,1832,0,0
16/09/2019,79,11,2,9,0,0,4,4,0,8,3,2,0,1,1,5,1,4,6,1,3,3,0,5,2,3,3,1,1,1,1,5,0,5,6,92469,0,0,80696,1275,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,245,0,9533
17/09/2019,99,12,3,7,3,4,2,3,7,0,7,0,6,1,2,0,1,0,5,0,2,4,2,6,3,5,3,2,3,13,2,6,0,4,5,127961,0,0,0,0,743,5270,22024,14780,0,21273,0,0,0,0,484,0,8873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54514,0
18/09/2019,78,9,2,4,1,4,2,2,1,4,2,4,2,4,6,3,1,2,6,3,2,2,1,3,0,1,1,0,1,10,0,2,2,1,8,332305,0,1722,0,0,2570,0,12308,2026,0,0,0,0,0,0,0,0,10408,0,0,36046,7749,0,9399,0,92187,113746,0,0,0,0,0,0,44144
19/09/2019,82,11,4,1,1,2,2,3,1,4,5,7,3,0,2,3,3,0,2,3,4,2,1,6,6,1,2,6,2,5,0,4,1,2,5,59768,0,0,0,0,0,7542,0,0,0,18800,0,0,0,11910,0,10360,0,7160,0,0,0,0,368,0,3628,0,0,0,0,0,0,0,0
20/09/2019,118,17,0,3,3,6,7,3,1,4,4,1,3,4,2,5,2,5,4,5,5,5,2,8,2,1,10,5,7,6,1,5,7,2,7,145219,13936,14840,5605,0,0,1695,0,8258,0,0,0,0,0,0,0,0,428,29043,256,0,0,0,0,0,0,0,0,0,0,0,0,27343,43815
23/09/2019,91,13,3,3,2,10,3,4,0,4,3,4,6,8,3,4,1,1,2,2,4,1,2,1,2,2,0,1,2,7,3,7,3,1,5,286740,158382,1147,0,78948,2741,0,0,0,0,10981,862,0,0,1040,0,20903,2539,0,1756,0,0,0,6185,0,0,0,1256,0,0,0,0,0,0
24/09/2019,72,11,3,4,4,2,1,3,0,1,5,1,1,1,3,3,1,1,1,3,1,3,1,3,1,2,2,3,1,4,4,7,4,6,3,76851,0,0,0,0,0,0,0,0,0,0,0,0,9981,0,0,0,22865,0,0,0,10718,5905,2796,0,0,8851,0,415,0,3535,0,0,11785
25/09/2019,64,11,5,1,1,9,0,0,0,2,2,5,2,1,0,3,2,3,4,0,1,1,2,8,1,1,3,1,1,3,2,4,1,2,4,137712,0,59888,0,0,4701,16001,0,0,5895,0,0,0,0,0,0,0,0,31237,0,0,1050,0,0,0,0,0,6221,0,0,0,12719,0,0
26/09/2019,81,10,0,4,0,3,3,2,0,2,2,7,3,3,2,3,1,5,2,2,1,4,1,8,7,0,5,6,1,0,0,2,2,4,6,19172,0,0,1490,1515,8470,0,0,653,0,0,1549,0,0,0,0,0,389,0,0,0,0,0,352,0,0,0,4297,457,0,0,0,0,0
27/09/2019,80,14,3,2,1,1,2,0,2,3,6,6,8,2,4,2,5,3,5,6,1,1,0,2,2,3,2,3,2,2,3,4,2,3,3,28437,0,0,1347,0,0,0,0,9002,559,0,0,0,0,1642,0,0,0,7883,0,0,0,5944,0,0,0,0,0,0,0,2060,0,0,0
30/09/2019,66,10,3,5,0,3,5,0,0,4,4,3,3,0,1,1,0,1,1,3,1,2,3,6,2,2,3,1,2,2,5,0,2,3,5,31129,0,4409,0,0,0,0,0,1158,0,0,0,0,0,4440,0,0,0,7898,996,0,485,1909,347,0,7406,0,0,2081,0,0,0,0,0
01/10/2019,89,8,5,3,3,3,3,2,1,3,5,3,2,2,2,2,1,3,0,1,3,7,1,8,3,3,5,4,1,3,2,3,2,3,5,28494,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,4628,1784,0,0,0,0,455,3141,1011,0,0,0,0,9572,7429,0,0
02/10/2019,94,8,2,4,3,5,3,6,3,3,1,8,7,1,2,4,1,3,1,4,3,2,1,1,3,0,5,3,2,7,1,9,0,3,1,72460,0,0,0,0,923,0,0,0,169,0,0,0,0,0,0,39813,0,0,8085,0,760,0,0,0,0,0,0,0,13440,8678,0,592,0
03/10/2019,71,9,2,6,2,1,1,3,3,3,2,2,4,2,0,4,2,0,4,3,2,0,0,2,4,0,2,3,3,7,0,4,2,3,4,68806,0,0,8640,0,9668,0,7158,1706,0,16909,0,0,8581,0,0,10307,0,1250,0,1951,0,0,0,0,0,0,1392,0,301,0,0,943,0
04/10/2019,103,8,1,2,3,2,2,7,0,4,8,2,2,5,2,2,2,2,2,3,3,5,2,7,3,3,2,4,2,7,1,7,5,3,6,92316,0,8401,75806,0,0,2205,0,0,0,0,0,0,0,0,3166,0,1072,99,0,0,0,463,0,0,795,309,0,0,0,0,0,0,0
07/10/2019,64,12,3,0,4,1,3,0,1,1,7,3,4,4,1,2,2,2,3,2,3,3,0,5,4,2,0,2,1,2,1,3,1,0,6,34567,0,0,0,0,1455,0,0,1948,0,0,4116,0,452,0,180,0,3844,0,0,0,0,9938,0,0,0,0,8973,0,3081,0,0,580,0
08/10/2019,89,13,4,1,1,5,1,3,0,3,9,4,1,3,3,1,1,3,6,4,2,3,1,3,2,2,5,1,4,7,2,3,2,1,11,81006,0,19069,0,11578,4588,0,0,17497,282,0,0,0,0,0,0,0,0,3314,0,0,0,6680,0,0,7240,0,329,0,0,8203,1649,577,0
09/10/2019,85,10,2,1,4,3,3,4,4,5,5,5,1,0,4,1,0,1,2,3,9,3,0,9,2,2,3,1,1,4,1,2,5,2,3,75723,0,0,0,0,0,0,0,6008,0,0,0,0,0,5421,15196,0,0,0,0,0,0,0,0,0,0,0,39799,696,8603,0,0,0,0
10/10/2019,75,14,4,3,2,2,3,1,3,2,3,2,3,4,2,3,0,5,3,2,1,2,1,5,1,3,1,2,0,13,1,1,3,3,5,41981,0,0,0,0,2564,0,0,9355,420,4354,0,0,0,1315,0,662,0,0,5301,0,3688,0,0,0,1263,0,3430,0,0,9629,0,0,0
11/10/2019,83,6,2,1,3,7,2,3,1,2,8,4,0,1,0,6,0,5,1,3,0,1,5,3,3,2,4,6,1,3,0,4,2,3,3,85835,0,0,0,15152,0,0,0,30231,0,16629,0,0,0,0,0,0,3862,0,2045,17916,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2019,72,14,2,1,4,3,0,4,0,4,4,3,1,2,4,4,3,0,0,4,2,1,2,3,4,2,1,2,2,5,0,9,2,5,3,38870,0,0,0,0,0,73,0,0,383,0,0,0,0,310,0,0,0,199,0,0,0,0,463,10852,0,16377,0,0,0,0,0,0,10213
16/10/2019,88,13,4,6,6,4,1,3,2,4,8,4,3,2,2,2,1,2,0,5,4,2,1,4,5,1,2,0,2,0,1,9,1,5,5,40777,152,0,0,0,4364,0,0,17337,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,9453,0,0,0,0,0,8102,0,0,0
17/10/2019,69,11,4,1,1,6,2,1,3,7,3,5,0,4,1,3,2,1,0,2,4,1,2,6,2,2,2,2,2,1,0,2,2,3,3,78338,8251,0,17451,0,10120,0,0,0,4269,0,0,2704,0,11518,0,0,13875,0,0,0,0,0,0,0,0,0,8338,0,0,0,0,0,1812
18/10/2019,72,15,1,4,1,5,2,4,1,2,1,2,2,3,3,2,1,4,2,2,2,1,0,3,1,2,3,0,2,3,4,6,3,11,4,216307,0,0,0,0,807,0,0,367,0,76415,61393,24403,0,0,0,0,0,8311,0,523,0,0,0,11441,0,0,0,0,0,2430,0,0,30217
04/11/2019,81,6,2,1,7,4,1,1,0,4,7,6,2,2,1,3,2,0,4,1,4,1,4,2,5,7,2,3,4,0,2,1,2,1,1,36121,0,0,0,0,10990,0,0,0,25131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/11/2019,78,5,3,1,1,3,2,3,2,4,2,2,4,3,0,1,2,0,2,3,5,3,0,6,7,0,3,3,3,3,1,2,4,2,3,9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9357,0,0,0,0,0
06/11/2019,67,4,2,5,0,4,3,1,0,2,3,5,0,1,3,4,2,1,1,1,2,5,1,2,4,2,1,1,1,1,3,5,0,1,4,101919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,0,0,0,0,0,94165,0,0
07/11/2019,77,7,1,5,3,2,2,2,1,3,3,5,1,4,1,4,1,1,3,2,1,7,1,2,1,0,1,2,1,3,0,10,3,5,3,12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2020,47,4,5,1,3,2,1,1,0,5,0,0,1,1,1,4,1,0,1,1,2,1,1,1,1,1,1,6,1,3,3,1,1,0,0,16140,0,0,0,0,0,0,0,0,0,0,0,0,6581,0,0,0,0,0,0,0,0,9559,0,0,0,0,0,0,0,0,0,0,0
20/04/2020,22,6,1,0,1,1,1,0,0,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,4,2,2,0,2,2,169761,0,12720,0,0,0,8379,0,0,52594,23592,0,35391,0,0,0,27256,0,0,0,9829,0,0,0,0,0,0,0,0,0,0,0,0,0
21/04/2020,29,4,3,1,1,1,1,1,0,3,1,0,0,2,2,2,0,0,0,0,1,0,0,1,2,1,0,0,1,0,1,3,0,2,3,53971,0,0,0,0,0,0,0,0,0,6599,0,0,24975,0,0,0,0,6445,0,0,0,0,0,0,0,0,0,0,0,0,0,15952,0
22/04/2020,31,5,1,0,0,0,1,1,1,3,2,3,1,3,0,0,1,1,0,2,2,0,0,2,0,0,0,1,2,2,0,6,0,1,0,171324,0,0,13738,54919,0,0,0,0,38299,0,0,0,0,0,0,45976,0,0,0,0,0,5577,0,0,0,12815,0,0,0,0,0,0,0
23/04/2020,28,5,0,2,1,0,2,2,0,0,1,3,1,1,1,1,0,0,0,0,2,0,1,0,3,0,1,0,1,1,0,2,1,4,2,86011,0,0,0,0,11443,0,0,12003,0,0,0,0,0,0,0,0,53267,0,0,0,0,0,0,0,0,0,0,0,0,9298,0,0,0
24/04/2020,29,4,1,2,0,0,0,1,0,1,1,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4,0,0,1,0,4,2,2,1,76195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10453,8940,0,0,0,0,9655,0,47147,0,0,0
27/04/2020,36,7,2,0,3,2,2,1,0,4,0,2,0,1,0,0,1,1,5,1,1,0,0,4,1,2,0,1,0,0,2,2,3,2,0,87572,0,0,0,0,0,5384,0,0,0,0,0,0,0,0,0,0,0,0,0,12121,41708,11247,0,0,0,0,5304,6038,0,0,0,0,5770
28/04/2020,21,3,1,1,1,4,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,2,1,0,2,0,0,1,0,1,1,0,0,128479,0,29713,0,0,0,0,0,14966,0,0,0,0,0,0,0,18890,0,6976,0,0,0,5357,0,0,0,0,0,6912,0,45665,0,0,0
29/04/2020,21,3,2,0,2,3,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,3,3,0,0,0,1,0,0,0,0,0,0,3,113523,0,0,42394,0,0,21148,4760,0,0,0,0,0,0,0,0,0,43851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0
30/04/2020,28,4,0,1,0,1,1,1,0,3,2,0,0,2,0,1,0,0,2,0,0,2,0,4,3,1,2,1,0,1,0,2,1,0,1,94945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46309,0,0,0,0,11772,0,0,36864,0,0,0,0,0,0,0
01/05/2020,37,5,4,3,0,1,0,0,0,1,0,1,1,0,1,2,4,1,3,0,1,1,2,1,7,0,1,1,0,1,4,0,0,0,1,2232,0,0,1113,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/05/2020,44,6,4,1,0,3,0,3,1,1,1,2,3,1,2,3,2,0,0,0,3,3,2,2,1,1,1,2,1,0,0,1,1,3,2,59996,0,22552,0,0,1332,0,0,0,0,0,0,21375,0,0,0,4467,0,0,0,0,10270,0,0,0,0,0,0,0,0,0,0,0,0
07/05/2020,44,5,1,1,1,1,4,0,0,0,5,2,1,2,1,2,1,0,1,0,1,2,0,0,6,0,5,1,4,1,0,2,2,0,2,75456,0,6196,0,0,0,0,0,0,0,0,0,0,0,10634,0,5182,0,0,0,0,48745,0,0,0,0,0,3693,1006,0,0,0,0,0
11/05/2020,20,4,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,6,2,0,0,1,0,1,1,0,0,0,0,17697,0,0,0,0,0,0,0,0,0,924,0,0,0,12932,0,0,0,2122,0,0,0,0,0,0,0,0,0,0,0,1719,0,0,0
12/05/2020,42,2,2,1,3,1,2,0,0,1,0,4,1,5,1,2,1,0,0,0,0,3,1,0,5,1,0,0,0,2,0,2,0,1,5,79179,0,1985,4189,0,0,0,0,15947,46345,0,0,0,0,0,0,0,0,0,0,8259,0,0,0,0,0,0,0,0,0,0,0,0,2454
13/05/2020,30,5,5,1,0,0,2,0,0,3,2,2,2,1,1,1,0,0,2,0,0,1,1,1,0,0,2,0,0,1,0,1,2,2,2,55445,0,0,0,0,0,0,0,0,0,0,107,0,0,11377,0,0,0,2940,0,0,0,8775,0,0,15764,0,0,0,0,0,0,9741,6741
14/05/2020,49,5,3,2,0,0,0,1,2,1,3,6,3,2,1,3,0,1,0,3,1,1,1,3,4,1,1,2,0,1,1,1,1,2,3,79359,0,0,0,0,0,0,0,15596,0,0,40714,0,0,0,0,0,2467,16334,0,0,0,0,0,0,0,0,4097,0,0,0,151,0,0
15/05/2020,41,5,3,0,3,2,1,0,0,2,2,0,1,0,2,0,4,1,1,5,2,0,0,2,1,0,3,1,2,1,0,1,0,3,3,166004,0,0,0,0,0,0,0,0,0,0,0,0,7856,0,0,0,0,0,0,0,0,0,0,0,73000,0,0,0,31269,53879,0,0,0
18/05/2020,45,5,4,0,0,0,0,1,0,8,2,2,1,2,1,5,0,1,4,0,2,0,0,2,0,2,0,3,0,0,0,2,4,1,3,11529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736,0,0,0,0,0,0,0,0,0,0,0,1793,0,0,0
19/05/2020,53,7,1,6,1,3,1,2,0,2,2,1,2,1,0,1,2,2,1,3,1,0,1,5,2,2,1,0,1,2,0,6,2,1,5,62808,0,0,0,0,0,0,0,0,0,0,0,0,58734,728,0,0,444,0,0,0,0,0,1052,0,0,0,0,0,0,0,1850,0,0
20/05/2020,45,10,1,5,1,1,1,2,0,2,1,2,4,4,0,1,1,2,5,4,1,0,3,1,0,1,0,1,1,2,1,1,5,0,1,16779,0,0,701,0,0,0,0,14186,0,0,0,0,0,0,0,0,0,356,615,0,0,0,0,0,0,0,0,0,0,0,0,0,921
21/05/2020,49,9,5,0,0,2,1,2,0,3,4,1,2,5,1,1,1,0,0,4,0,1,5,5,1,0,1,0,0,2,2,2,4,2,1,28896,0,0,3822,0,0,0,0,0,0,213,24019,0,0,0,0,584,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/05/2020,67,7,0,3,3,3,2,0,0,5,3,2,3,3,0,6,1,1,2,4,0,0,2,2,6,1,3,1,2,1,0,3,0,11,1,98837,0,0,0,0,388,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65686,0,7387,0,0,0,0,16834,0,0,0,0,7535
01/06/2020,59,5,0,3,6,1,0,2,1,2,1,3,0,2,1,2,1,4,1,2,1,4,0,4,2,1,1,3,3,4,0,4,4,0,1,39598,0,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,10163,2119,0,0,22862
02/06/2020,49,13,2,1,0,2,2,2,0,2,1,2,1,1,0,4,3,7,3,2,3,2,0,0,0,1,5,4,0,7,1,2,1,1,0,37283,0,0,0,656,125,0,0,0,0,0,0,0,0,0,0,0,7524,0,0,0,0,13713,15265,0,0,0,0,0,0,0,0,0,0
03/06/2020,48,8,1,2,0,2,3,0,0,1,2,4,1,2,0,3,0,2,0,0,1,4,0,4,1,3,2,0,2,1,1,3,1,6,4,58120,0,4508,0,21348,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,28173,0,0,0,0,0,0,2192,0,0,0,290,1274,0
04/06/2020,44,8,2,2,0,1,2,2,1,0,2,2,2,0,2,2,0,3,2,1,2,0,2,1,2,2,1,5,0,2,1,4,0,0,4,25426,0,0,0,0,0,0,0,0,0,6772,0,0,0,4150,0,0,2886,0,0,0,0,0,2267,0,0,0,9351,0,0,0,0,0,0
05/06/2020,79,5,2,4,3,1,3,1,0,1,3,1,2,2,3,3,1,1,4,3,1,3,1,5,5,3,6,1,1,3,1,4,4,4,4,57982,0,0,0,0,0,5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840,0,601,7685,0,0,0,39333,0
